,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,new_addition
390,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-02 21:42:04.000000,2023-06-07 07:35:59,3033.0,,119.0,37.0,335.0,11.0,187.0,1417.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,275.0,275.0,https://pypi.org/project/pycm,47858.0,47858.0,,,,,,,,3.0,,,,,,,,,,,,,
391,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,150.0,24.0,124.0,2.0,128.0,1331.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,731.0,731.0,https://pypi.org/project/opentsne,33537.0,39126.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,234779.0,,,,,3.0,,,,,,,,,,,,,
392,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-01-12 01:05:40.000000,2023-12-30 17:46:40,1015.0,6.0,108.0,25.0,114.0,30.0,52.0,1251.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,26,True,2023-10-05 02:21:28,1.4.1,33.0,imodels,,,,,61.0,61.0,https://pypi.org/project/imodels,27297.0,27297.0,,,,,,,,2.0,,,,,,,,,,,,,
393,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-02-07 19:00:44.000000,2024-02-07 19:00:43,1412.0,38.0,253.0,74.0,104.0,22.0,53.0,1230.0,Model analysis tools for TensorFlow.,57.0,26,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,72786.0,72786.0,,,,,,,,2.0,,,,,,,,,,,,,
394,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,233.0,36.0,68.0,52.0,206.0,1205.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],116.0,116.0,https://pypi.org/project/innvestigate,843.0,848.0,,,,,,,,2.0,91.0,,,,,,,,,,,,
395,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-01-11 20:36:11.000000,2023-12-21 17:09:15,394.0,8.0,172.0,25.0,31.0,4.0,129.0,1169.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],488.0,488.0,https://pypi.org/project/prince,115071.0,115419.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17772.0,,,,,3.0,,,,,,,,,,,,,
396,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-02-07 20:56:56.000000,2024-02-05 19:30:34,2051.0,214.0,83.0,18.0,758.0,72.0,187.0,1032.0,"MetricFlow allows you to define, build, and maintain metrics in code.",43.0,26,True,2024-01-13 02:11:53,0.204.0,14.0,metricflow,,,,,14.0,14.0,https://pypi.org/project/metricflow,31153.0,31153.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,
397,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,,219.0,62.0,245.0,1.0,365.0,949.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,529.0,529.0,https://pypi.org/project/sentinelsat,20456.0,21158.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28034.0,,,,,3.0,262.0,,,,,,,,,,,,
398,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-02-05 13:23:33.000000,2024-02-05 13:23:33,777.0,16.0,58.0,12.0,126.0,40.0,110.0,896.0,Visualize large time series data with plotly.py.,12.0,26,True,2024-01-14 18:45:33,0.9.2,21.0,plotly-resampler,conda-forge/plotly-resampler,,,,835.0,835.0,https://pypi.org/project/plotly-resampler,422973.0,424340.0,https://anaconda.org/conda-forge/plotly-resampler,2024-01-23 20:24:24.113,34185.0,,,,,3.0,,,,,,,,,,,,,
399,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-02-07 23:40:06.000000,2024-02-07 23:40:03,16569.0,57.0,352.0,44.0,1612.0,280.0,2956.0,838.0,An open-source application for biological image analysis.,143.0,26,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,737.0,790.0,,,,,,,,3.0,6511.0,,,,,,,,,,,,
400,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-02-07 06:21:52.000000,2024-02-07 06:21:52,566.0,16.0,154.0,31.0,179.0,4.0,98.0,559.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,30.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],304.0,304.0,https://pypi.org/project/pyriemann,20611.0,20861.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5013.0,,,,,3.0,,,,,,,,,,,,,
401,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-02-04 07:50:33.000000,2023-08-23 17:20:54,1241.0,,152.0,20.0,697.0,25.0,208.0,474.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,283.0,283.0,https://pypi.org/project/earthpy,4767.0,6002.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,71667.0,,,,,3.0,,,,,,,,,,,,,
402,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-01-26 13:45:49.000000,2024-01-26 13:45:49,1050.0,8.0,5112.0,1398.0,367.0,,48.0,22550.0,An awesome Data Science repository to learn and apply for real world problems.,240.0,25,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
403,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1337.0,433.0,50.0,77.0,87.0,10313.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,24145.0,24145.0,,,,,,,,3.0,,,,,,,,,,,,,
404,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-01-20 19:18:09.000000,2024-01-20 19:17:51,606.0,4.0,1616.0,324.0,79.0,165.0,393.0,8731.0,Python wrapper for TA-Lib (http://ta-lib.org/).,29.0,25,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,69328.0,78581.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,379396.0,,,,,3.0,,,,,,,,,,,,,
405,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,979.0,146.0,93.0,75.0,305.0,6120.0,A Python scikit for building and analyzing recommender systems.,45.0,25,False,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,139896.0,148046.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,350475.0,,,,,3.0,,,,,,,,,,,,,
406,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,583.0,140.0,31.0,59.0,54.0,5501.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1498.0,1498.0,https://pypi.org/project/flashtext,1021543.0,1021968.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18309.0,,,,,3.0,,,,,,,,,,,,,
407,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,432.0,60.0,90.0,31.0,88.0,4864.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],83.0,83.0,https://pypi.org/project/imagededup,15836.0,15836.0,,,,,,,,3.0,,,,,,,,,,,,,
408,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-02-08 16:12:22.000000,2024-02-07 18:53:13,3433.0,112.0,586.0,94.0,3787.0,171.0,1350.0,4784.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-01-30 17:28:04,1.34.0,74.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
409,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-02-05 17:41:34.000000,2023-10-05 16:17:35,6152.0,,513.0,153.0,1903.0,300.0,1327.0,4339.0,ArrayFire: a general purpose GPU library.,88.0,25,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,955.0,1006.0,,,,,,,,3.0,5363.0,,,,,,,,,,,,
410,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-01-23 06:02:21.000000,2023-10-30 16:34:46,179.0,,369.0,163.0,84.0,74.0,100.0,3100.0,A deep learning library for video understanding research.,55.0,25,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,90807.0,90807.0,,,,,,,,3.0,,,,,,,,,,,,,
411,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,6.0,238.0,39.0,2015.0,4.0,647.0,2900.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,25,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,3740.0,3840.0,,,,,,,,3.0,2622.0,,,,,,,,,,,,
412,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-01-29 16:59:36.000000,2024-01-29 16:58:53,2293.0,29.0,686.0,80.0,204.0,186.0,465.0,2686.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",150.0,25,True,,,,tf-agents,,,,['tensorflow'],,,https://pypi.org/project/tf-agents,33100.0,33100.0,,,,,,,,3.0,,,,,,,,,,,,,
413,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,216.0,49.0,481.0,33.0,70.0,2686.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,201.0,201.0,https://pypi.org/project/m2cgen,15876.0,15877.0,,,,,,,,3.0,62.0,,,,,,,,,,,,
414,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,315.0,93.0,2157.0,195.0,982.0,2669.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,12446.0,12446.0,,,,,,,,3.0,,,,,,,,,,,,,
415,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,65.0,42.0,17.0,23.0,2660.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,884.0,884.0,https://pypi.org/project/knockknock,60263.0,60537.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14297.0,,,,,3.0,,,,,,,,,,,,,
416,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,131.0,29.0,200.0,16.0,73.0,2651.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,373.0,373.0,https://pypi.org/project/hiplot,27665.0,31304.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,174674.0,,,,,3.0,,,,,,,,,,,,,
417,torch-points3d,torch-points3d/torch-points3d,image,,https://github.com/torch-points3d/torch-points3d,https://github.com/torch-points3d/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000,2024-02-05 20:16:43.000000,2023-08-16 14:02:03,1820.0,,328.0,56.0,442.0,71.0,290.0,2364.0,Pytorch framework for doing deep learning on point clouds.,34.0,25,True,2021-04-30 08:59:56,1.3.0,11.0,torch-points3d,,,,['pytorch'],23.0,23.0,https://pypi.org/project/torch-points3d,691.0,691.0,,,,,,,,3.0,,,,,,,,,,,,,
418,adapters,Adapter-Hub/adapters,nlp,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-02-04 15:33:57.000000,2024-01-31 19:48:02,86.0,31.0,301.0,29.0,281.0,41.0,311.0,2298.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,25,True,2024-01-09 21:16:07,0.1.1,16.0,adapters,,,,['huggingface'],20.0,20.0,https://pypi.org/project/adapters,3802.0,3802.0,,,,,,,,3.0,,,,,,,,,,,,,
419,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2024-01-20 15:37:00.000000,2023-10-30 19:39:59,63.0,,123.0,22.0,23.0,36.0,13.0,2263.0,Fuzzy String Matching in Python.,12.0,25,True,,,2.0,thefuzz,conda-forge/thefuzz,,,,2048.0,2048.0,https://pypi.org/project/thefuzz,1004996.0,1005787.0,https://anaconda.org/conda-forge/thefuzz,2024-01-19 20:25:57.501,19785.0,,,,,3.0,,,,,,,,,,,,,
420,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-02-01 15:17:23.000000,2023-07-11 07:11:36,210.0,,238.0,46.0,90.0,18.0,115.0,2089.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",107.0,107.0,https://pypi.org/project/causalnex,2668.0,2668.0,,,,,,,,3.0,,mckinsey/causalnex,,,,,,,,,,,
421,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-01-25 19:00:06.000000,2023-07-12 18:14:01,1515.0,,243.0,67.0,59.0,31.0,186.0,2051.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08,2.0.1,13.0,ampligraph,,,,['tensorflow'],49.0,49.0,https://pypi.org/project/ampligraph,706.0,706.0,,,,,,,,2.0,,,,,,,,,,,,,
422,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2024-01-09 01:46:07.000000,2023-09-26 17:27:56,255.0,,198.0,29.0,65.0,5.0,83.0,1967.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,True,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],306.0,306.0,https://pypi.org/project/checklist,13704.0,13887.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6799.0,,,,,3.0,,,,,,,,,,,,,
423,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-02-08 02:33:15.000000,2024-02-08 00:48:44,857.0,10.0,423.0,62.0,321.0,80.0,92.0,1847.0,Library for training machine learning models with privacy for training data.,58.0,25,True,2023-10-10 20:00:05,0.8.12,17.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,14704.0,14706.0,,,,,,,,3.0,136.0,,,,,,,,,,,,
424,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,159.0,61.0,66.0,65.0,129.0,1794.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,359.0,359.0,https://pypi.org/project/hypertools,495.0,495.0,,,,,,,,3.0,30.0,,,,,,,,,,,,
425,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,266.0,50.0,87.0,22.0,188.0,1484.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],496.0,496.0,https://pypi.org/project/gplearn,6123.0,6271.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6515.0,,,,,3.0,,,,,,,,,,,,,
426,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-01-31 22:47:54.000000,2024-01-31 09:58:21,4206.0,6.0,279.0,83.0,641.0,18.0,608.0,1242.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2024-01-31 22:49:04,24.01,31.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,24444.0,36790.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,530899.0,,,,,3.0,,,,,,,,,,,,,
427,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,108.0,22.0,103.0,35.0,73.0,1039.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,25,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,2107.0,2107.0,https://pypi.org/project/submitit,261613.0,262415.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,33706.0,,,,,3.0,,,,,,,,,,,,,
428,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-02-08 17:52:16.000000,2024-02-07 19:52:37,1900.0,83.0,316.0,55.0,476.0,133.0,250.0,1019.0,Machine learning on FPGAs using HLS.,59.0,25,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,890.0,1066.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7228.0,,,,,3.0,,,,,,,,,,,,,
429,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,183.0,49.0,61.0,,68.0,975.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],419.0,419.0,https://pypi.org/project/neural-structured-learning,15594.0,15594.0,,,,,,,,3.0,,,,,,,,,,,,,
430,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-02-08 16:37:51.000000,2024-02-08 16:35:57,1498.0,128.0,58.0,13.0,392.0,20.0,448.0,929.0,dstack is an open-source toolkit for running GPU workloads on any cloud. It works seamlessly with any cloud GPU..,17.0,25,True,2024-01-20 09:57:15,0.14.0,44.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,1790.0,1790.0,,,,,,,,3.0,,,,,,,,,,,,,
431,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-01-08 13:33:30.000000,2024-01-08 13:19:20,1302.0,3.0,147.0,50.0,56.0,23.0,65.0,818.0,Computer Vision in Python.,34.0,25,True,2022-06-28 14:25:55,1.4.13,10.0,mahotas,conda-forge/mahotas,,,,1198.0,1198.0,https://pypi.org/project/mahotas,10166.0,19092.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,392744.0,,,,,3.0,,,,,,,,,,,,,
