,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,new_addition
371,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-03-29 13:25:52.761,2024-03-27 08:01:51,780.0,16.0,58.0,13.0,127.0,42.0,114.0,920.0,Visualize large time series data with plotly.py.,12.0,27,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,940.0,940.0,https://pypi.org/project/plotly-resampler,370324.0,371688.0,https://anaconda.org/conda-forge/plotly-resampler,2024-03-29 13:25:52.761,35489.0,,,,,3.0,,,,,,,,,,,,,
372,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-03-25 14:44:01.000,2024-03-25 14:43:57,494.0,1.0,116.0,33.0,127.0,24.0,74.0,871.0,Python bindings and utilities for GeoJSON.,56.0,27,True,,,11.0,geojson,conda-forge/geojson,,,,16814.0,16814.0,https://pypi.org/project/geojson,2064064.0,2124680.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,788016.0,,,,,3.0,,,,,,,,,,,,,
373,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-02-06 01:48:14.000,2024-02-06 01:48:11,3707.0,1.0,320.0,66.0,681.0,37.0,526.0,817.0,The Classical Language Toolkit.,120.0,27,True,2023-12-27 08:38:14,1.2.1,74.0,cltk,,,,,256.0,256.0,https://pypi.org/project/cltk,1420.0,1420.0,,,,,,,,3.0,60.0,,,,,,,,,,,,
374,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-03-28 11:40:59.000,2024-03-28 11:40:58,1983.0,134.0,56.0,19.0,1481.0,21.0,209.0,506.0,The MLOps stack component for experiment tracking.,54.0,27,True,2024-03-25 18:37:39,1.10.1,124.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,537078.0,542096.0,https://anaconda.org/conda-forge/neptune-client,2024-03-25 19:29:33.867,230830.0,,,,,3.0,,,,,,,,,,,,,
375,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-03-25 01:29:33.000,2023-08-23 17:20:54,1241.0,,153.0,20.0,717.0,26.0,208.0,477.0,A package built to support working with spatial data using open source python.,44.0,27,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,304.0,304.0,https://pypi.org/project/earthpy,7165.0,8389.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,72263.0,,,,,3.0,,,,,,,,,,,,,
376,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-02-07 14:28:50.000,2024-02-07 14:27:33,227.0,4.0,57.0,13.0,202.0,13.0,186.0,309.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,,,12.0,pystan,conda-forge/pystan,,,,9705.0,9705.0,https://pypi.org/project/pystan,1903139.0,1936499.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2802310.0,,,,,3.0,,,,,,,,,,,,,
377,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-03-25 14:58:58.000,2024-03-23 15:09:11,1925.0,20.0,13232.0,3323.0,881.0,,86.0,63168.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",641.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
378,ta-lib-python,TA-Lib/ta-lib-python,financial-data,,https://github.com/TA-Lib/ta-lib-python,https://github.com/TA-Lib/ta-lib-python,,2012-03-23 17:14:15.000,2024-03-09 19:05:59.000,2024-03-09 19:05:59,614.0,10.0,1638.0,327.0,80.0,166.0,395.0,8904.0,Python wrapper for TA-Lib (http://ta-lib.org/).,30.0,26,True,,,3.0,TA-Lib,conda-forge/ta-lib,,,,,,https://pypi.org/project/TA-Lib,76947.0,86383.0,https://anaconda.org/conda-forge/ta-lib,2023-09-19 09:10:13.263,396324.0,,,,,3.0,,,,,,,,,,,,,
379,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000,2021-02-12 10:36:31,2184.0,,1156.0,181.0,213.0,23.0,534.0,8716.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,21.0,21.0,,,249.0,,,,,,,,3.0,9471.0,,,,,,,,,,,,
380,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000,2023-10-22 09:33:23,779.0,,1145.0,211.0,91.0,183.0,121.0,5624.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,450.0,450.0,https://pypi.org/project/pyAudioAnalysis,13468.0,13468.0,,,,,,,,3.0,,,,,,,,,,,,,
381,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-03-08 08:32:34.000,2024-03-08 08:24:03,13775.0,139.0,1528.0,142.0,3583.0,835.0,1079.0,5471.0,An Industrial Grade Federated Learning Framework.,100.0,26,True,2024-03-08 08:32:35,2.1.0,49.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,,,,,,,,,,,
382,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-03-07 18:10:01.000,2023-10-05 16:17:35,6152.0,,519.0,152.0,1906.0,310.0,1329.0,4385.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26,3.9.0,34.0,arrayfire,,,,,,,https://pypi.org/project/arrayfire,1366.0,1420.0,,,,,,,,3.0,5718.0,,,,,,,,,,,,
383,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000,2022-08-23 22:54:23,1046.0,,954.0,240.0,215.0,45.0,200.0,4358.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,51.0,51.0,https://pypi.org/project/tensortrade,772.0,866.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3303.0,,,,,3.0,,,,,,,,,,,,,
384,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000,2023-04-27 20:08:56,632.0,,919.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,1046033.0,1046445.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,21015.0,,,,,3.0,,,,,,,,,,,,,
385,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-03-29 16:04:31.000,2024-02-21 07:25:31,1402.0,42.0,339.0,71.0,1312.0,44.0,83.0,3362.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,26,True,2024-02-21 07:38:44,1.1,10.0,lit-nlp,conda-forge/lit-nlp,,,,30.0,30.0,https://pypi.org/project/lit-nlp,4365.0,5973.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67538.0,,,,,3.0,,,,,,,,,,,,,
386,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-03-09 03:35:01.000,2024-03-08 19:28:28,465.0,16.0,271.0,50.0,458.0,52.0,256.0,3287.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,26,True,2024-03-08 20:24:53,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,9286.0,10358.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,38338.0,,,,,3.0,385.0,,,,,,,,,,,,
387,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-01-10 22:28:30.000,2023-09-10 15:15:16,1059.0,,233.0,62.0,112.0,9.0,266.0,3167.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,26,True,2023-09-10 15:53:16,idgear-0.3.2,21.0,vidgear,,,,,517.0,517.0,https://pypi.org/project/vidgear,14794.0,14811.0,,,,,,,,3.0,1054.0,,,,,,,,,,,,
388,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-03-22 06:59:09.000,2024-03-22 06:59:08,4339.0,16.0,570.0,41.0,1000.0,223.0,691.0,3139.0,"A unified, comprehensive and efficient recommendation library.",71.0,26,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2630.0,2745.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4600.0,,,,,3.0,,,,,,,,,,,,,
389,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-03-19 19:20:10.000,2024-03-18 19:51:35,2374.0,14.0,687.0,162.0,61.0,8.0,727.0,3054.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,30.0,26,True,2024-03-19 19:20:10,1.6.1,21.0,,bioconda/deepvariant,,,['tensorflow'],,,,,913.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,63037.0,,,,,3.0,4710.0,,,,,,,,,,,,
390,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-03-12 03:07:27.000,2024-03-12 03:07:23,3526.0,20.0,330.0,154.0,1172.0,21.0,60.0,2685.0,Neural Network Libraries.,75.0,26,True,2023-12-07 00:57:13,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3501.0,3512.0,,,,,,,,3.0,908.0,,,,,,,,,,,,
391,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000,2024-03-01 17:16:56,650.0,6.0,226.0,65.0,31.0,58.0,93.0,2211.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,96.0,96.0,https://pypi.org/project/neural-tangents,1967.0,1975.0,,,,,,,,3.0,370.0,,,,,,,,,,,,
392,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-03-28 06:17:40.000,2024-03-28 06:17:39,1916.0,245.0,123.0,30.0,163.0,16.0,20.0,1826.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,141.0,141.0,https://pypi.org/project/labml,3648.0,3648.0,,,,,,,,3.0,,,,,,,,,,,,,
393,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000,2023-12-02 05:11:31,691.0,,274.0,41.0,495.0,155.0,151.0,1740.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,154.0,154.0,https://pypi.org/project/petastorm,38289.0,38295.0,,,,,,,,3.0,457.0,,,,,,,,,,,,
394,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-03-28 07:04:29.000,2024-03-26 22:28:45,6356.0,132.0,282.0,48.0,2644.0,264.0,1384.0,1559.0,cuGraph - RAPIDS Graph Analytics Library.,112.0,26,True,2024-02-13 16:02:14,24.02.00,34.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,250.0,764.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,18020.0,,,,,3.0,,,,,,,,,,,,,
395,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000,2023-09-26 07:34:28,1378.0,,303.0,27.0,379.0,38.0,155.0,1557.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],54.0,54.0,https://pypi.org/project/pgl,1705.0,1705.0,,,,,,,,2.0,,,,,,,,,,,,,
396,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-03-29 16:05:11.000,2024-03-29 11:21:07,2828.0,12.0,173.0,26.0,667.0,88.0,443.0,1490.0,A Python library for learning and evaluating knowledge graph embeddings.,38.0,26,True,2024-02-19 21:29:27,1.10.2,20.0,pykeen,,,,,,,https://pypi.org/project/pykeen,5082.0,5085.0,,,,,,,,2.0,177.0,,,,,,,,,,,,
397,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-14 20:47:03.000,2023-06-07 07:35:59,3033.0,,119.0,37.0,336.0,11.0,187.0,1423.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,287.0,287.0,https://pypi.org/project/pycm,57927.0,57927.0,,,,,,,,3.0,,,,,,,,,,,,,
398,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000,2023-09-29 00:13:39,295.0,,221.0,47.0,184.0,43.0,120.0,1372.0,Metric learning algorithms in Python.,22.0,26,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],361.0,361.0,https://pypi.org/project/metric-learn,16283.0,16537.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11193.0,,,,,3.0,,,,,,,,,,,,,
399,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-03-24 15:18:05.000,2024-01-18 02:08:22,240.0,8.0,217.0,30.0,230.0,34.0,59.0,1260.0,Synthetic data generators for tabular and time-series data.,22.0,26,True,2024-01-08 15:10:37,1.3.3,28.0,ydata-synthetic,conda-forge/ydata-synthetic,,,,52.0,52.0,https://pypi.org/project/ydata-synthetic,4245.0,4498.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-09-07 21:49:12.062,3201.0,,,,,2.0,281.0,,,,,,,,,,,,True
400,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-03-27 22:11:07.000,2024-03-27 22:11:06,1431.0,33.0,254.0,74.0,104.0,22.0,54.0,1235.0,Model analysis tools for TensorFlow.,57.0,26,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,82580.0,82580.0,,,,,,,,3.0,,,,,,,,,,,,,
401,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-03-20 16:46:09.000,2023-12-21 17:09:15,394.0,,172.0,26.0,32.0,4.0,129.0,1181.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],507.0,507.0,https://pypi.org/project/prince,102211.0,102554.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17866.0,,,,,3.0,,,,,,,,,,,,,
402,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-03-29 00:54:56.000,2024-03-28 18:52:58,2185.0,214.0,85.0,18.0,811.0,78.0,207.0,1062.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,True,2024-03-02 00:18:17,0.205.0,15.0,metricflow,,,,,21.0,21.0,https://pypi.org/project/metricflow,23062.0,23062.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,
403,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-03-29 06:06:17.000,2024-03-29 06:04:55,801.0,6.0,114.0,30.0,405.0,65.0,315.0,1002.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,26,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,111.0,111.0,https://pypi.org/project/bambi,25970.0,26718.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29206.0,,,,,3.0,,,,,,,,,,,,,
404,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000,2024-02-29 13:41:11,1144.0,2.0,220.0,61.0,246.0,2.0,366.0,957.0,Search and download Copernicus Sentinel satellite images.,44.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,542.0,542.0,https://pypi.org/project/sentinelsat,26680.0,27375.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28453.0,,,,,3.0,263.0,,,,,,,,,,,,
405,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-03-27 11:18:18.000,2024-03-23 23:16:48,1306.0,7.0,147.0,50.0,57.0,23.0,67.0,824.0,Computer Vision in Python.,34.0,26,True,2024-03-23 23:45:54,1.4.14,11.0,mahotas,conda-forge/mahotas,,,,1233.0,1233.0,https://pypi.org/project/mahotas,14186.0,22982.0,https://anaconda.org/conda-forge/mahotas,2024-03-24 14:21:30.297,395836.0,,,,,3.0,,,,,,,,,,,,,
406,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-03-29 16:23:55.000,2024-03-28 09:56:05,579.0,24.0,155.0,32.0,187.0,4.0,98.0,571.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,30.0,26,True,2023-06-20 08:57:52,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],323.0,323.0,https://pypi.org/project/pyriemann,40519.0,40765.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5176.0,,,,,3.0,,,,,,,,,,,,,
407,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-02-19 07:00:31.744,2024-02-18 18:51:38,532.0,11.0,39.0,5.0,15.0,6.0,48.0,319.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,14.0,26,True,2024-02-18 18:56:53,0.9.0,9.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],639.0,639.0,https://pypi.org/project/scikit-posthocs,94381.0,116747.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-02-19 07:00:31.744,917016.0,,,,,3.0,42.0,,,,,,,,,,,,
408,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2024-03-22 18:35:28.000,2024-03-22 18:35:27,1053.0,5.0,5177.0,1400.0,370.0,,50.0,22899.0,An awesome Data Science repository to learn and apply for real world problems.,240.0,25,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
409,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000,2023-11-27 11:38:59,333.0,,1344.0,430.0,50.0,77.0,87.0,10355.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,30037.0,30037.0,,,,,,,,3.0,,,,,,,,,,,,,
410,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418,2023-01-27 13:12:44,652.0,,983.0,146.0,93.0,75.0,305.0,6158.0,A Python scikit for building and analyzing recommender systems.,45.0,25,False,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,126211.0,134255.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,353972.0,,,,,3.0,,,,,,,,,,,,,
411,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000,2020-05-03 07:13:22,108.0,,583.0,140.0,31.0,58.0,55.0,5521.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1560.0,1560.0,https://pypi.org/project/flashtext,1233103.0,1233522.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18467.0,,,,,3.0,,,,,,,,,,,,,
412,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000,2023-03-29 07:02:37,553.0,,839.0,125.0,64.0,119.0,74.0,5014.0,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,726.0,726.0,https://pypi.org/project/Augmentor,8126.0,8126.0,,,,,,,,3.0,,,,,,,,,,,,,
