,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url
418,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2025-04-22 14:57:59.344000,2024-06-10 12:07:33,223.0,206.0,31.0,20.0,1.0,97.0,1864.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,25,False,,,,46.0,,autoviz,conda-forge/autoviz,,,,893.0,893.0,https://pypi.org/project/autoviz,14632.0,16600.0,https://anaconda.org/conda-forge/autoviz,2025-04-22 14:57:59.344,102370.0,,,,,3.0,,,,,,,,,,,
419,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,264.0,25.0,187.0,13.0,390.0,1639.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,False,,2024-04-21 09:02:06,1.4,16.0,,talos,,,,['tensorflow'],208.0,208.0,https://pypi.org/project/talos,1190.0,1190.0,,,,,,,,3.0,,,,,,,,,,,
420,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2025-12-05 22:42:22.000000,2025-08-12 09:27:05,264.0,256.0,30.0,254.0,45.0,61.0,1596.0,Synthetic data generators for tabular and time-series data.,24.0,25,True,,2024-09-10 13:36:03,2.0.0,30.0,,ydata-synthetic,conda-forge/ydata-synthetic,,,,88.0,88.0,https://pypi.org/project/ydata-synthetic,7037.0,7461.0,https://anaconda.org/conda-forge/ydata-synthetic,2025-04-22 14:58:36.339,14078.0,,,,,2.0,594.0,,,,,,,,,,
421,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-12-10 22:49:23.000000,2025-11-24 19:29:26,823.0,113.0,24.0,698.0,368.0,554.0,1300.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",53.0,25,True,9.0,2025-08-29 11:09:46,0.12.1,26.0,,hvplot,conda-forge/hvplot,,,,,,https://pypi.org/project/hvplot,342794.0,356180.0,https://anaconda.org/conda-forge/hvplot,2025-09-04 07:32:57.162,883482.0,,,,,3.0,,,,,,,,,,,
422,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2025-12-10 13:07:29.000000,2025-12-10 13:07:29,510.0,53.0,8.0,81.0,1.0,479.0,754.0,python binding for libvips using cffi.,17.0,25,True,6.0,,,9.0,,pyvips,conda-forge/pyvips,,,,1208.0,1208.0,https://pypi.org/project/pyvips,230030.0,234433.0,https://anaconda.org/conda-forge/pyvips,2025-12-09 20:59:34.255,273035.0,,,,,3.0,,,,,,,,,,,
423,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2025-12-08 13:00:22.000000,2025-11-27 05:10:17,907.0,80.0,24.0,460.0,109.0,251.0,624.0,"Simple, concise geographical visualization in Python.",34.0,25,True,22.0,2025-11-14 09:07:33,1.15.0,38.0,,geoviews,conda-forge/geoviews,,,,5.0,5.0,https://pypi.org/project/geoviews,46954.0,52525.0,https://anaconda.org/conda-forge/geoviews,2025-11-14 10:19:50.108,351024.0,,,,,3.0,27.0,,,,,,,,,,
424,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/hyperactive-project/Hyperactive,https://github.com/hyperactive-project/Hyperactive,MIT,2018-11-01 08:53:30.000,2025-12-08 15:47:10.000000,2025-12-08 15:46:43,2727.0,65.0,10.0,108.0,22.0,86.0,536.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,13.0,25,True,48.0,2025-09-21 06:34:51,5.0.2,33.0,hyperactive-project/Hyperactive,hyperactive,,,,,45.0,45.0,https://pypi.org/project/hyperactive,7407.0,7411.0,,,,,,,,3.0,341.0,,,,,,,,,,
425,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2025-11-17 03:36:40.000000,2025-11-17 03:36:27,797.0,87.0,12.0,32.0,5.0,54.0,432.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,19.0,25,True,1.0,2025-07-08 06:19:53,3.2.0,58.0,,pymap3d,conda-forge/pymap3d,,,,545.0,545.0,https://pypi.org/project/pymap3d,680523.0,682474.0,https://anaconda.org/conda-forge/pymap3d,2025-07-08 12:06:19.595,122916.0,,,,,3.0,,,,,,,,,,,
426,awesome-public-datasets,awesomedata/awesome-public-datasets,data-science,,https://github.com/awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,MIT,2014-11-20 06:20:50.000,2025-12-05 16:49:08.000000,2025-12-05 16:49:08,793.0,10301.0,2300.0,353.0,74.0,48.0,71335.0,A topic-centric list of HQ open datasets.,167.0,24,True,9.0,2023-09-03 13:26:30,20230903,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
427,best-of-ml-python,ml-tooling/best-of-ml-python,data-science,,https://github.com/lukasmasuch/best-of-ml-python,https://github.com/lukasmasuch/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2025-12-11 14:07:39.000000,2025-11-07 05:42:31,627.0,2962.0,445.0,343.0,28.0,34.0,22921.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,56.0,24,True,18.0,2025-11-04 05:45:47,2025.10.30,100.0,lukasmasuch/best-of-ml-python,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
428,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2025-11-10 01:44:29.000000,2025-11-10 01:44:26,1789.0,862.0,86.0,836.0,84.0,294.0,11177.0,Cleanlabs open-source library is the standard data-centric AI package for data quality and machine learning with..,55.0,24,True,1.0,2025-02-27 15:33:51,2.7.1,19.0,,cleanlab,conda-forge/cleanlab,,,,,,https://pypi.org/project/cleanlab,45941.0,46900.0,https://anaconda.org/conda-forge/cleanlab,2025-04-22 14:57:24.018,53744.0,,,,,3.0,,,,,,,,,,,
429,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2025-04-24 02:53:53.000000,2025-04-24 02:51:21,1108.0,902.0,107.0,676.0,115.0,544.0,5605.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,124.0,24,True,,2019-08-26 19:04:21,0.3.1,2.0,,mmf,,,,['pytorch'],23.0,23.0,https://pypi.org/project/mmf,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,
430,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2025-10-31 23:34:03.000000,2025-10-31 23:31:23,244.0,309.0,79.0,187.0,22.0,56.0,5064.0,"A data augmentations library for audio, image, text, and video.",42.0,24,True,3.0,2022-03-29 11:42:50,1.0.0,7.0,,augly,,,,,186.0,186.0,https://pypi.org/project/augly,9581.0,9581.0,,,,,,,,3.0,,,,,,,,,,,
431,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2025-04-22 14:57:56.135000,2022-07-07 05:16:43,738.0,463.0,37.0,128.0,69.0,154.0,4636.0,Data augmentation for NLP.,33.0,24,False,,2022-07-07 05:24:14,1.1.11,25.0,,nlpaug,conda-forge/nlpaug,,,,,,https://pypi.org/project/nlpaug,215906.0,216707.0,https://anaconda.org/conda-forge/nlpaug,2025-04-22 14:57:56.135,43259.0,,,,,3.0,,,,,,,,,,,
432,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2025-04-22 14:57:33.497000,2023-07-05 18:14:28,901.0,557.0,103.0,623.0,92.0,608.0,4382.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,24,False,,2022-08-21 12:49:43,1.5,24.0,,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,593912.0,595485.0,https://anaconda.org/conda-forge/yellowbrick,2025-04-22 14:57:33.497,100719.0,,,,,3.0,,,,,,,,,,,
433,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2025-07-19 00:07:13.000000,2025-07-19 00:07:13,1705.0,724.0,43.0,37.0,,621.0,4230.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,34.0,24,True,,2023-09-21 03:43:55,2.2.7,9.0,,deepke,,,,['pytorch'],25.0,25.0,https://pypi.org/project/deepke,913.0,913.0,,,,,,,,3.0,,,,,,,,,,,
434,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2025-04-22 14:57:18.376000,2023-04-27 20:08:56,632.0,912.0,274.0,226.0,13.0,356.0,3865.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,24,False,,2022-04-21 20:41:22,2.2.5,23.0,,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,9388.0,9832.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-04-22 14:57:18.376,32034.0,,,,,3.0,,,,,,,,,,,
435,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2025-04-22 14:56:57.373000,2024-10-16 14:45:12,235.0,320.0,86.0,104.0,44.0,32.0,3624.0,Python library that makes it easy for data scientists to create charts.,27.0,24,False,,2024-10-16 14:47:17,5.0.1,27.0,,chartify,conda-forge/chartify,,,,84.0,84.0,https://pypi.org/project/chartify,1798.0,2281.0,https://anaconda.org/conda-forge/chartify,2025-04-22 14:56:57.373,41093.0,,,,,3.0,,,,,,,,,,,
436,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2025-10-27 17:14:10.000000,2025-10-27 17:10:59,184.0,420.0,151.0,87.0,84.0,101.0,3510.0,A deep learning library for video understanding research.,59.0,24,True,1.0,2021-09-10 17:02:20,0.1.3,2.0,,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,72412.0,72412.0,,,,,,,,3.0,,,,,,,,,,,
437,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,526.0,165.0,50.0,65.0,49.0,3461.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,,2020-07-09 20:53:28,0.9.0,11.0,,adanet,,,,['tensorflow'],65.0,65.0,https://pypi.org/project/adanet,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,
438,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2025-09-30 11:28:19.000000,2024-09-23 16:30:23,472.0,357.0,65.0,320.0,51.0,124.0,3168.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,False,,2023-04-26 19:23:09,3.5.1,23.0,,ddsp,conda-forge/ddsp,,,['tensorflow'],73.0,73.0,https://pypi.org/project/ddsp,2978.0,3356.0,https://anaconda.org/conda-forge/ddsp,2025-04-22 14:57:27.526,24972.0,,,,,3.0,,,,,,,,,,,
439,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2025-04-22 14:57:08.534000,2024-03-14 19:50:06,769.0,852.0,179.0,75.0,18.0,565.0,3157.0,Python sync/async framework for Interactive Brokers API.,36.0,24,False,,,,22.0,,ib_insync,conda-forge/ib-insync,,,,,,https://pypi.org/project/ib_insync,156501.0,157388.0,https://anaconda.org/conda-forge/ib-insync,2025-04-22 14:57:08.534,68306.0,,,,,3.0,,,,,,,,,,,
440,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-06-16 15:59:22.000000,2024-05-06 14:20:38,944.0,172.0,18.0,81.0,108.0,180.0,2988.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,31.0,24,False,,2023-03-03 01:24:36,1.0.0,3.0,,ffcv,,,,,74.0,74.0,https://pypi.org/project/ffcv,1374.0,1374.0,,,,,,,,3.0,,,,,,,,,,,
441,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,360.0,36.0,695.0,11.0,151.0,2978.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,False,,2022-07-02 17:57:17,0.2.3,5.0,,promptsource,,,,,126.0,126.0,https://pypi.org/project/promptsource,298.0,298.0,,,,,,,,3.0,,,,,,,,,,,
442,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2025-04-22 14:58:07.520000,2023-07-23 14:42:27,191.0,512.0,35.0,253.0,24.0,307.0,2879.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,24,False,,2023-07-23 13:34:05,4.1.0,17.0,,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,88751.0,89008.0,https://anaconda.org/conda-forge/pytorch-tabnet,2025-04-22 14:58:07.520,12368.0,,,,,2.0,,,,,,,,,,,
443,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-04-22 14:57:16.064000,2020-03-16 04:26:47,75.0,221.0,59.0,42.0,18.0,24.0,2823.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,24,False,,,,5.0,,knockknock,conda-forge/knockknock,,,,1434.0,1434.0,https://pypi.org/project/knockknock,46071.0,47977.0,https://anaconda.org/conda-forge/knockknock,2025-04-22 14:57:16.064,20970.0,,,,,3.0,,,,,,,,,,,
444,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 20:31:57.000000,2024-03-18 20:31:55,556.0,474.0,90.0,44.0,79.0,240.0,2782.0,Learning to Rank in TensorFlow.,36.0,24,False,,2023-06-03 06:14:49,0.5.3,18.0,,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,91750.0,91750.0,,,,,,,,3.0,,,,,,,,,,,
445,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,321.0,89.0,2158.0,196.0,982.0,2751.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,24,False,,2023-01-10 09:30:53,0.10.0,100.0,,pymars,,,,,,,https://pypi.org/project/pymars,21927.0,21927.0,,,,,,,,3.0,,,,,,,,,,,
446,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,256.0,25.0,1132.0,78.0,224.0,2684.0,Database system for AI-powered apps.,72.0,24,False,,2023-11-19 16:35:30,0.3.9,36.0,georgia-tech-db/evadb,evadb,,,,['pytorch'],,,https://pypi.org/project/evadb,163.0,10590.0,,,,,,,,3.0,427546.0,,,,,,,,,,
447,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2025-12-02 00:32:58.000000,2025-11-04 19:55:52,3074.0,991.0,115.0,581.0,61.0,312.0,2633.0,IPython Parallel: Interactive Parallel Computing in Python.,115.0,24,True,26.0,,,33.0,,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,405800.0,431233.0,https://anaconda.org/conda-forge/ipyparallel,2025-10-10 13:56:36.234,1576886.0,,,,,3.0,,,,,,,,,,,
448,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,286.0,50.0,14.0,23.0,80.0,2327.0,Beautiful visualizations of how language differs among document types.,14.0,24,True,,2017-03-13 05:31:21,0.0.2.4.4,18.0,,scattertext,conda-forge/scattertext,,,,670.0,670.0,https://pypi.org/project/scattertext,10801.0,12316.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,151532.0,,,,,3.0,,,,,,,,,,,
449,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-02-26 15:38:11.000000,2023-06-01 12:18:23,739.0,321.0,42.0,44.0,93.0,56.0,2322.0,A modular active learning framework for Python.,21.0,24,False,,,,13.0,,modAL,,,,['sklearn'],,,https://pypi.org/project/modAL,6703722.0,6703722.0,,,,,,,,3.0,62.0,,,,,,,,,,
450,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2025-10-12 19:43:58.000000,2025-10-12 19:43:57,598.0,196.0,55.0,490.0,70.0,106.0,2295.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,34.0,24,True,1.0,2025-04-20 10:27:23,1.1.11,26.0,,hivemind,,,,,132.0,132.0,https://pypi.org/project/hivemind,7392.0,7392.0,,,,,,,,3.0,,,,,,,,,,,
451,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2025-04-22 14:57:32.844000,2024-07-17 19:00:21,2319.0,252.0,35.0,40.0,10.0,115.0,2264.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,20.0,24,False,,2022-12-04 19:04:05,_10304,100.0,,karateclub,conda-forge/karateclub,,,,328.0,328.0,https://pypi.org/project/karateclub,17045.0,17609.0,https://anaconda.org/conda-forge/karateclub,2025-04-22 14:57:32.844,36671.0,,,,,3.0,,,,,,,,,,,
452,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2025-02-26 03:13:04.000000,2025-02-26 03:13:04,633.0,318.0,53.0,120.0,45.0,34.0,1749.0,Interpretability and explainability of data and machine learning models.,41.0,24,True,,2023-07-01 11:47:13,0.3.0,3.0,,aix360,,,,,170.0,170.0,https://pypi.org/project/aix360,3652.0,3652.0,,,,,,,,3.0,,,,,,,,,,,
453,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2025-11-18 02:06:59.566000,2025-08-12 12:52:23,1049.0,202.0,15.0,90.0,14.0,397.0,1714.0,PyTorch Extension Library of Optimized Scatter Operations.,34.0,24,True,,2023-10-06 08:48:33,2.1.2,23.0,,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,106711.0,123079.0,https://anaconda.org/conda-forge/pytorch_scatter,2025-11-18 02:06:59.566,1080309.0,,,,,2.0,,,,,,,,,,,
454,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2025-04-23 13:04:26.000000,2025-04-23 13:04:26,461.0,236.0,45.0,51.0,23.0,92.0,1667.0,Contextually-keyed word vectors.,20.0,24,True,,2023-04-17 13:11:14,2.0.2,18.0,,sense2vec,conda-forge/sense2vec,,,,470.0,470.0,https://pypi.org/project/sense2vec,4433.0,6567.0,https://anaconda.org/conda-forge/sense2vec,2025-04-22 14:57:12.924,69473.0,,,,,3.0,75831.0,,,,,,,,,,
455,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-11-20 18:33:25.000000,2025-11-20 18:33:25,1099.0,131.0,19.0,119.0,39.0,61.0,1555.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",28.0,24,True,2.0,2024-10-15 14:24:34,2.0.0,37.0,,imodels,,,,,129.0,129.0,https://pypi.org/project/imodels,35600.0,35600.0,,,,,,,,3.0,,,,,,,,,,,
456,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2025-09-22 13:16:10.000000,2025-09-22 13:16:10,208.0,335.0,46.0,45.0,101.0,117.0,1473.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,19.0,24,True,1.0,2020-09-13 21:05:45,0.8.4,1.0,,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],717.0,717.0,https://pypi.org/project/keras-ocr,32983.0,66976.0,https://anaconda.org/anaconda/keras-ocr,2025-04-22 15:32:32.089,452.0,,,,,3.0,2141122.0,,,,,,,,,,
457,runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/kubetorch,https://github.com/run-house/kubetorch,Apache-2.0,2022-05-10 14:10:51.000,2025-12-11 17:13:19.000000,2025-12-11 16:53:50,2346.0,46.0,6.0,1917.0,,56.0,1125.0,"Distribute and run AI workloads on Kubernetes magically in Python, like PyTorch for ML infra.",16.0,24,True,120.0,2025-12-09 00:37:32,0.2.9,49.0,run-house/kubetorch,runhouse,,,,,,,https://pypi.org/project/runhouse,11804.0,11806.0,,,,,,,,3.0,89.0,,,,,,,,,,
458,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2025-12-07 23:51:51.000000,2025-12-07 23:51:45,313.0,96.0,18.0,74.0,20.0,46.0,1109.0,Audio processing by using pytorch 1D convolution network.,17.0,24,True,3.0,2020-11-08 10:18:26,0.2.0,2.0,,nnAudio,,,,,418.0,418.0,https://pypi.org/project/nnAudio,57775.0,57775.0,,,,,,,,3.0,,,,,,,,,,,
459,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2025-08-28 15:44:54.000000,2025-08-20 12:58:41,440.0,127.0,17.0,88.0,6.0,82.0,1066.0,An intuitive library to extract features from time series.,21.0,24,True,,2025-08-20 13:08:29,0.2.0,12.0,,tsfel,,,,,219.0,219.0,https://pypi.org/project/tsfel,14014.0,14014.0,,,,,,,,3.0,,,,,,,,,,,
460,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2025-04-07 02:04:56.000000,2025-04-07 02:04:56,417.0,187.0,30.0,76.0,2.0,86.0,1053.0,Layers Outputs and Gradients in Keras. Made easy.,17.0,24,True,,2021-06-19 16:14:57,4.5.0,10.0,,keract,,,,['tensorflow'],261.0,261.0,https://pypi.org/project/keract,12585.0,12585.0,,,,,,,,3.0,,,,,,,,,,,
