,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,maven_id,maven_url
367,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,590.0,142.0,31.0,58.0,55.0,5598.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1838.0,1838.0,https://pypi.org/project/flashtext,1700170.0,1700551.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,20202.0,,,,,3.0,,,,,,,,,,,,
368,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1305.0,200.0,158.0,14.0,227.0,5527.0,Deep Reinforcement Learning for Keras.,41.0,25,False,2018-05-01 14:27:32,0.4.2,8.0,keras-rl,,,,['tensorflow'],796.0,796.0,https://pypi.org/project/keras-rl,,,,,,,,,,2.0,,,,,,,,,,,,
369,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-12-05 17:10:05.000000,2024-12-05 17:10:05,3744.0,77.0,611.0,92.0,4109.0,206.0,1415.0,5182.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,94.0,25,True,2024-11-28 18:09:35,1.44.0,85.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
370,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-10-09 16:24:11.000000,2024-10-09 16:24:08,1187.0,1.0,1656.0,156.0,210.0,12.0,693.0,3492.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,25,True,2024-01-30 15:53:29,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],,,https://pypi.org/project/tensorflow-hub,,2098.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,109133.0,,,,,3.0,,,,,,,,,,,,
371,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1049.0,168.0,215.0,45.0,146.0,3411.0,Performance analysis of predictive (alpha) stock factors.,26.0,25,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,720.0,720.0,https://pypi.org/project/alphalens,,275.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,22614.0,,,,,2.0,,,,,,,,,,,,
372,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,235.0,50.0,482.0,39.0,70.0,2823.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,281.0,281.0,https://pypi.org/project/m2cgen,28737.0,28738.0,,,,,,,,3.0,90.0,,,,,,,,,,,
373,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-08-20 05:47:39.000000,2018-08-19 12:37:47,130.0,,279.0,64.0,61.0,22.0,39.0,2430.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,25,False,2018-08-19 12:21:01,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5683.0,5683.0,https://pypi.org/project/scikit-plot,,2136.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,190159.0,,,,,2.0,,,,,,,,,,,,
374,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-12-03 18:39:35.000000,2024-11-05 08:39:28,583.0,5.0,162.0,56.0,474.0,60.0,104.0,2068.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,25,True,2023-08-31 20:07:52,1.1.10,25.0,hivemind,,,,,113.0,113.0,https://pypi.org/project/hivemind,1319.0,1319.0,,,,,,,,3.0,,,,,,,,,,,,
375,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-09-17 00:19:55.000000,2024-09-17 00:19:55,953.0,9.0,255.0,48.0,351.0,158.0,141.0,2047.0,Evaluate: A library for easily evaluating machine learning models and datasets.,129.0,25,True,2024-09-11 10:17:30,0.4.3,11.0,evaluate,,,,,15019.0,15019.0,https://pypi.org/project/evaluate,,,,,,,,,,2.0,,,,,,,,,,-7.0,,
376,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2024-12-05 06:01:33.000000,2024-12-05 06:01:28,372.0,5.0,276.0,50.0,326.0,234.0,184.0,1860.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,25,True,2023-02-03 02:08:24,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-recommenders,345010.0,345010.0,,,,,,,,2.0,,,,,,,,,,,,
377,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-10-29 10:43:38.000000,2024-10-29 10:43:38,3929.0,17.0,292.0,30.0,580.0,95.0,722.0,1797.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,81.0,25,True,2024-10-29 08:53:47,0.6.0,9.0,avalanche-lib,,,,,114.0,114.0,https://pypi.org/project/avalanche-lib,,0.0,,,,,,,,3.0,43.0,,,,,,,,,,,
378,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-09-08 19:48:30.000000,2024-09-08 00:19:34,1851.0,18.0,386.0,50.0,136.0,29.0,435.0,1748.0,Reinforcement Learning environments based on the 1993 game Doom.,55.0,25,True,2024-08-20 10:37:29,1.2.4,30.0,vizdoom,,,,,279.0,279.0,https://pypi.org/project/vizdoom,,115.0,,,,,,,,2.0,12110.0,Farama-Foundation/ViZDoom,,,,,,,,,,
379,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-11-21 18:42:46.000000,2024-11-04 09:55:10,833.0,2.0,313.0,119.0,787.0,191.0,168.0,1499.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,25,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-model-optimization,717344.0,717344.0,,,,,,,,3.0,,,,,,,,,,,,
380,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,204.0,44.0,258.0,53.0,213.0,1357.0,Python audio and music signal processing library.,24.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,450.0,450.0,https://pypi.org/project/madmom,2314.0,2314.0,,,,,,,,3.0,,,,,,,,,,,,
381,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,370.0,72.0,89.0,27.0,26.0,1318.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,25,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1495.0,1495.0,https://pypi.org/project/empyrical,,378.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,31040.0,,,,,2.0,,,,,,,,,,,,
382,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-12-05 18:37:43.000000,2024-12-05 16:02:43,2356.0,145.0,365.0,57.0,580.0,156.0,266.0,1302.0,Machine learning on FPGAs using HLS.,63.0,25,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,,180.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,9216.0,,,,,3.0,,,,,,,,,,,,
383,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-12-05 18:35:10.000000,2024-12-05 17:58:50,2600.0,101.0,96.0,20.0,1211.0,88.0,241.0,1154.0,"MetricFlow allows you to define, build, and maintain metrics in code.",45.0,25,True,2024-06-11 22:05:21,0.206.0,16.0,metricflow,,,,,28.0,28.0,https://pypi.org/project/metricflow,25517.0,25517.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,
384,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-10-28 10:06:42.000000,2024-10-28 10:06:42,783.0,2.0,67.0,17.0,131.0,50.0,117.0,1048.0,Visualize large time series data with plotly.py.,13.0,25,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1559.0,1559.0,https://pypi.org/project/plotly-resampler,496398.0,498649.0,https://anaconda.org/conda-forge/plotly-resampler,2024-03-29 13:25:52.761,78789.0,,,,,3.0,,,,,,,,,,,,
385,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2024-12-05 14:05:55.000000,2024-11-04 13:01:50,16654.0,34.0,370.0,45.0,1653.0,300.0,2983.0,926.0,An open-source application for biological image analysis.,144.0,25,True,2024-09-27 21:18:50,4.2.8,35.0,cellprofiler,,,,,26.0,26.0,https://pypi.org/project/cellprofiler,,62.0,,,,,,,,3.0,8129.0,,,,,,,,,,,
386,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-14 05:03:32.000000,2024-09-14 05:03:32,1368.0,2.0,141.0,26.0,487.0,19.0,141.0,893.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,25,True,2024-08-15 06:25:57,2.2.2,54.0,cornac,conda-forge/cornac,,,,251.0,251.0,https://pypi.org/project/cornac,,11497.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,620891.0,,,,,2.0,,,,,,,,,,,,
387,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-11-28 20:13:21.000000,2024-11-28 20:13:20,635.0,12.0,160.0,31.0,228.0,2.0,104.0,643.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,36.0,25,True,2024-10-03 19:57:53,0.7,8.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],410.0,410.0,https://pypi.org/project/pyriemann,,299.0,https://anaconda.org/conda-forge/pyriemann,2024-10-04 03:48:24.751,8978.0,,,,,3.0,,,,,,,,,,,,
388,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-10-06 20:12:28.000000,2024-10-06 19:51:01,6795.0,76.0,139.0,35.0,413.0,30.0,140.0,382.0,Neuroimaging in Python FMRI analysis package.,71.0,25,True,,,3.0,nipy,conda-forge/nipy,,,,238.0,238.0,https://pypi.org/project/nipy,,26304.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,131520.0,,,,,3.0,,,,,,,,,,,,
389,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2024-12-04 03:12:19.000000,2024-12-04 03:11:36,393.0,62.0,25.0,12.0,97.0,15.0,98.0,350.0,A high-performance implementation of Wilkinson formulas for Python.,11.0,25,True,2024-07-12 19:05:11,1.0.2,24.0,formulaic,,,,,,,https://pypi.org/project/formulaic,4760223.0,4760223.0,,,,,,,,3.0,,,,,,,,,,,,
390,awesome-public-datasets,awesomedata/awesome-public-datasets,data-science,,https://github.com/awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,MIT,2014-11-20 06:20:50.000,2024-11-13 17:04:23.000000,2024-11-13 17:04:22,781.0,6.0,9240.0,2267.0,346.0,68.0,48.0,61285.0,A topic-centric list of HQ open datasets.,167.0,24,True,2023-09-03 13:26:30,20230903,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
391,best-of-ml-python,ml-tooling/best-of-ml-python,data-science,,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2024-12-05 15:56:03.000000,2024-12-02 11:09:22,525.0,26.0,2453.0,416.0,284.0,22.0,34.0,18245.0,A ranked list of awesome machine learning Python libraries. Updated weekly.,50.0,24,True,2024-11-28 15:37:49,2024.11.28,100.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
392,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000000,2024-06-14 19:31:58,659.0,,993.0,145.0,100.0,74.0,310.0,6425.0,A Python scikit for building and analyzing recommender systems.,46.0,24,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,,8163.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,432681.0,,,,,3.0,,,,,,,,,,,,
393,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-12-02 08:42:25.000000,2024-12-02 08:41:55,522.0,1.0,452.0,64.0,94.0,37.0,88.0,5186.0,Finding duplicate images made easy!.,15.0,24,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],153.0,153.0,https://pypi.org/project/imagededup,26886.0,26886.0,,,,,,,,3.0,,,,,,,,,,,,
394,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,,980.0,243.0,219.0,44.0,203.0,4580.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,24,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,,67.0,67.0,https://pypi.org/project/tensortrade,,96.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4248.0,,,,,3.0,,,,,,,,,,,,
395,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-08-14 15:31:25.000000,2023-11-23 21:41:49,1136.0,,630.0,89.0,272.0,28.0,253.0,4510.0,Geocoding library for Python.,133.0,24,False,2023-11-23 21:50:14,2.4.1,37.0,geopy,conda-forge/geopy,,,,,,https://pypi.org/project/geopy,,28185.0,https://anaconda.org/conda-forge/geopy,2024-02-28 17:12:19.096,1522042.0,,,,,3.0,105.0,,,,,,,,,,,
396,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000000,2024-09-05 04:03:53,4353.0,,613.0,42.0,1016.0,277.0,716.0,3479.0,"A unified, comprehensive and efficient recommendation library.",74.0,24,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,55246.0,55383.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,6759.0,,,,,3.0,,,,,,,,,,,,
397,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-10-18 19:27:36.000000,2024-10-18 19:27:15,995.0,2.0,578.0,95.0,339.0,22.0,761.0,3382.0,"Fast, flexible and easy to use probabilistic modelling in Python.",75.0,24,True,2024-07-11 06:11:27,1.1.0,9.0,pomegranate,conda-forge/pomegranate,,,,,,https://pypi.org/project/pomegranate,19858.0,23197.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,183694.0,,,,,3.0,,,,,,,,,,,,
398,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-12-04 12:32:36.000000,2024-11-29 09:40:42,2878.0,31.0,1240.0,134.0,1135.0,21.0,83.0,3376.0,a distributed deep learning platform.,94.0,24,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,5.0,5.0,,,81.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,869.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8374.0,3.0,,,,,,,,,,,,
399,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-11-20 06:18:08.919000,2024-10-24 16:27:28,480.0,4.0,277.0,51.0,477.0,57.0,261.0,3364.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,24,True,2024-10-24 16:29:53,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,,,https://pypi.org/project/hummingbird-ml,,1158.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-11-20 06:18:08.919,51529.0,,,,,3.0,742.0,,,,,,,,,,,
400,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2024-03-20 16:17:12.000000,2022-04-29 04:19:24,1698.0,,368.0,46.0,1086.0,2.0,353.0,3300.0,Accelerated deep learning R&D.,104.0,24,False,2022-04-29 04:45:11,22.04,41.0,catalyst,,,,['pytorch'],1220.0,1220.0,https://pypi.org/project/catalyst,,,,,,,,,,3.0,,,,,,,,,,,,
401,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,426.0,62.0,933.0,297.0,747.0,2956.0,StellarGraph - Machine Learning on Graphs.,40.0,24,False,2020-06-30 05:15:21,1.2.1,25.0,stellargraph,,,,['tensorflow'],287.0,287.0,https://pypi.org/project/stellargraph,,,,,,,,,,2.0,,,,,,,,,,,,
402,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2024-02-27 19:08:27.000000,2024-02-27 19:08:26,65.0,,138.0,23.0,24.0,38.0,14.0,2936.0,Fuzzy String Matching in Python.,13.0,24,True,,,2.0,thefuzz,conda-forge/thefuzz,,,,3347.0,3347.0,https://pypi.org/project/thefuzz,2546524.0,2547422.0,https://anaconda.org/conda-forge/thefuzz,2024-01-19 20:25:57.501,31454.0,,,,,3.0,,,,,,,,,,,,
403,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-06-16 15:59:22.000000,2024-05-06 14:20:38,944.0,,172.0,21.0,79.0,103.0,179.0,2869.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,31.0,24,True,2023-03-03 01:24:36,1.0.0,3.0,ffcv,,,,,57.0,57.0,https://pypi.org/project/ffcv,899.0,899.0,,,,,,,,3.0,,,,,,,,,,,,
404,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,143.0,28.0,200.0,16.0,73.0,2766.0,HiPlot makes understanding high dimensional data easy.,9.0,24,False,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,466.0,466.0,https://pypi.org/project/hiplot,37221.0,40933.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,215318.0,,,,,3.0,,,,,,,,,,,,
405,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-10-23 15:36:38.000000,2023-07-23 14:42:27,191.0,,489.0,38.0,250.0,24.0,290.0,2660.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,24,False,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,49728.0,49973.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,8836.0,,,,,2.0,,,,,,,,,,,,
406,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-12-03 08:36:49.000000,2024-11-26 11:49:07,2992.0,76.0,990.0,123.0,542.0,60.0,304.0,2594.0,IPython Parallel: Interactive Parallel Computing in Python.,114.0,24,True,,,31.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,,23104.0,https://anaconda.org/conda-forge/ipyparallel,2024-11-07 07:55:26.494,1155244.0,,,,,3.0,,,,,,,,,,,,
407,AIF 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000000,2024-07-05 14:45:32,437.0,,822.0,91.0,288.0,148.0,103.0,2473.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,24,True,2024-04-08 20:02:55,0.6.1,12.0,aif360,conda-forge/aif360,,,,532.0,532.0,https://pypi.org/project/aif360,,328.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,16741.0,,,,,2.0,,,,,,,,,,,,
408,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,605.0,87.0,29.0,19.0,52.0,2380.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,773.0,773.0,https://pypi.org/project/python_speech_features,24637.0,24637.0,,,,,,,,3.0,,,,,,,,,,,,
