,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
381,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-06-02 15:40:01.000000,2024-06-02 15:40:01,251.0,1.0,314.0,29.0,321.0,78.0,39.0,2761.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,26,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],978.0,978.0,https://pypi.org/project/lazypredict,14436.0,14526.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,3154.0,,,,,3.0,,,,,,,,,,,,,
382,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-06-20 23:39:09.000000,2024-06-20 23:39:05,3544.0,18.0,331.0,153.0,1179.0,22.0,60.0,2708.0,Neural Network Libraries.,76.0,26,True,2024-05-29 05:14:17,1.39.0,74.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3923.0,3933.0,,,,,,,,3.0,919.0,,,,,,,,,,,,
383,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,331.0,44.0,57.0,68.0,207.0,2353.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],300.0,300.0,https://pypi.org/project/spektral,7498.0,7498.0,,,,,,,,2.0,,,,,,,,,,,,,
384,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-04-10 16:58:39.000000,2024-01-30 18:07:43,695.0,,235.0,35.0,147.0,16.0,144.0,2336.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,196.0,196.0,https://pypi.org/project/norfair,16328.0,16334.0,,,,,,,,3.0,319.0,,,,,,,,,,,,
385,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000000,2024-02-28 15:45:58,1631.0,,250.0,66.0,63.0,35.0,186.0,2117.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,26,True,2024-02-28 15:44:03,2.1.0,14.0,ampligraph,,,,['tensorflow'],52.0,52.0,https://pypi.org/project/ampligraph,871.0,871.0,,,,,,,,2.0,,,,,,,-2.0,,,,,,
386,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-06-25 05:01:23.000000,2024-05-21 15:42:46,481.0,2.0,313.0,63.0,158.0,7.0,92.0,2112.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,26,True,2024-02-21 23:16:24,3.3.0,22.0,pytextrank,,,,,672.0,672.0,https://pypi.org/project/pytextrank,39462.0,39462.0,,,,,,,,3.0,,,,,,,,,,,,,
387,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-06-28 20:32:05.000000,2024-06-28 20:32:05,2079.0,152.0,128.0,28.0,205.0,16.0,22.0,1940.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,157.0,157.0,https://pypi.org/project/labml,1902.0,1902.0,,,,,,,,3.0,,,,,,,,,,,,,
388,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:08:43.000000,2024-06-10 12:07:33,223.0,21.0,192.0,32.0,20.0,2.0,91.0,1668.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,26,True,,,45.0,autoviz,conda-forge/autoviz,,,,704.0,704.0,https://pypi.org/project/autoviz,29053.0,30626.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,55083.0,,,,,3.0,,,,,,,,,,,,,
389,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-07-04 02:37:45.000000,2024-07-03 17:17:33,6479.0,112.0,291.0,46.0,2782.0,173.0,1522.0,1627.0,cuGraph - RAPIDS Graph Analytics Library.,115.0,26,True,2024-06-13 17:24:28,24.06.01,38.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,235.0,762.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,20570.0,,,,,3.0,,,,,,,,,,,,,
390,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,28.0,267.0,27.0,187.0,10.0,390.0,1617.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,26,True,2024-04-21 09:02:06,1.4,16.0,talos,,,,['tensorflow'],181.0,181.0,https://pypi.org/project/talos,1475.0,1475.0,,,,,,,,3.0,,,,,,,,,,,,,
391,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,268.0,50.0,87.0,22.0,191.0,1564.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],598.0,598.0,https://pypi.org/project/gplearn,9246.0,9392.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,7189.0,,,,,3.0,,,,,,,,,,,,,
392,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-07-03 09:19:14.000000,2023-06-07 07:35:59,3033.0,,119.0,35.0,342.0,11.0,187.0,1438.0,Multi-class confusion matrix library in Python.,17.0,26,False,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,316.0,316.0,https://pypi.org/project/pycm,42136.0,42136.0,,,,,,,,3.0,,,,,,,,,,,,,
393,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-05-23 06:44:53.000000,2024-05-23 06:44:52,691.0,3.0,152.0,22.0,126.0,4.0,130.0,1414.0,"Extensible, parallel implementations of t-SNE.",12.0,26,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,821.0,821.0,https://pypi.org/project/opentsne,38113.0,43876.0,https://anaconda.org/conda-forge/opentsne,2024-05-19 08:28:58.978,270899.0,,,,,3.0,,,,,,,,,,,,,
394,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,221.0,46.0,184.0,43.0,120.0,1383.0,Metric learning algorithms in Python.,22.0,26,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],386.0,386.0,https://pypi.org/project/metric-learn,13852.0,14104.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,12127.0,,,,,3.0,,,,,,,,,,,,,
395,ydata-synthetic,ydataai/ydata-synthetic,tabular,,https://github.com/ydataai/ydata-synthetic,https://github.com/ydataai/ydata-synthetic,MIT,2020-05-04 15:52:03.000,2024-06-27 14:07:51.000000,2024-05-07 19:46:53,246.0,6.0,230.0,32.0,239.0,41.0,59.0,1365.0,Synthetic data generators for tabular and time-series data.,23.0,26,True,2024-05-06 02:51:51,1.4.0,29.0,ydata-synthetic,conda-forge/ydata-synthetic,,,,64.0,64.0,https://pypi.org/project/ydata-synthetic,3636.0,3910.0,https://anaconda.org/conda-forge/ydata-synthetic,2023-09-07 21:49:12.062,4537.0,,,,,2.0,369.0,,,,,,,,,,,,
396,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-06-10 09:07:10.000000,2024-06-10 09:07:08,398.0,4.0,172.0,26.0,32.0,4.0,129.0,1218.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],559.0,559.0,https://pypi.org/project/prince,104286.0,104627.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,19128.0,,,,,3.0,,,,,,,,,,,,,
397,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,114.0,21.0,103.0,39.0,74.0,1160.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,2843.0,2843.0,https://pypi.org/project/submitit,306664.0,307466.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,37721.0,,,,,3.0,,,,,,,,,,,,,
398,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-06-24 07:03:39.000000,2024-03-27 08:01:51,780.0,,64.0,14.0,128.0,44.0,115.0,982.0,Visualize large time series data with plotly.py.,12.0,26,True,2024-03-27 07:58:10,0.10.0,22.0,plotly-resampler,conda-forge/plotly-resampler,,,,1210.0,1210.0,https://pypi.org/project/plotly-resampler,280928.0,282522.0,https://anaconda.org/conda-forge/plotly-resampler,2024-03-29 13:25:52.761,47835.0,,,,,3.0,,,,,,,,,,,,,
399,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000000,2024-02-29 13:41:11,1144.0,,219.0,61.0,246.0,2.0,367.0,968.0,Search and download Copernicus Sentinel satellite images.,44.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,559.0,559.0,https://pypi.org/project/sentinelsat,15356.0,16035.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,30463.0,,,,,3.0,288.0,,,,,,,,,,,,
400,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-07-03 04:38:50.000000,2024-07-03 04:38:38,1314.0,8.0,147.0,49.0,57.0,22.0,69.0,835.0,Computer Vision in Python.,35.0,26,True,2024-03-23 23:45:54,1.4.14,12.0,mahotas,conda-forge/mahotas,,,,1292.0,1292.0,https://pypi.org/project/mahotas,13472.0,22255.0,https://anaconda.org/conda-forge/mahotas,2024-05-18 06:10:05.533,430412.0,,,,,3.0,,,,,,,,,,,,,
401,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2024-06-26 07:08:06.000000,2024-06-25 19:18:30,3144.0,73.0,115.0,16.0,287.0,6.0,151.0,770.0,Python bindings for MPI.,26.0,26,True,2024-04-14 10:39:44,3.1.6,13.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,313309.0,372224.0,https://anaconda.org/conda-forge/mpi4py,2024-05-25 09:47:11.574,2628090.0,,,,,3.0,24656.0,,,,,,,,,,,,
402,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-07-01 20:19:04.000000,2024-06-04 20:39:27,845.0,6.0,131.0,29.0,90.0,34.0,75.0,604.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,26,True,2024-04-23 04:49:57,1.15.0,38.0,ml-metadata,,,,,485.0,485.0,https://pypi.org/project/ml-metadata,69553.0,69589.0,,,,,,,,3.0,2362.0,,,,,,,,,,,,
403,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,26.0,208.0,483.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,346.0,346.0,https://pypi.org/project/earthpy,6133.0,7369.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,77881.0,,,,,3.0,,,,,,,,,,,,,
404,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2024-03-31 17:27:35.000000,2023-10-22 09:33:23,779.0,,1154.0,210.0,92.0,185.0,122.0,5745.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,25,True,,,,pyAudioAnalysis,,,,,474.0,474.0,https://pypi.org/project/pyAudioAnalysis,7563.0,7563.0,,,,,,,,3.0,,,,,,,,,,,,,
405,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-07-03 14:09:40.000000,2023-04-28 16:55:30,521.0,,447.0,62.0,94.0,32.0,88.0,5018.0,Finding duplicate images made easy!.,15.0,25,False,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],127.0,127.0,https://pypi.org/project/imagededup,15042.0,15042.0,,,,,,,,3.0,,,,,,,,,,,,,
406,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-07-04 18:09:22.000000,2024-07-04 13:54:07,3612.0,97.0,599.0,94.0,3971.0,186.0,1385.0,4982.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,92.0,25,True,2024-06-28 13:53:16,1.39.0,80.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
407,tsai,timeseriesAI/tsai,time-series-data,,https://github.com/timeseriesAI/tsai,https://github.com/timeseriesAI/tsai,Apache-2.0,2019-09-30 09:18:31.000,2024-04-23 12:07:39.000000,2024-02-11 19:34:10,1245.0,,613.0,62.0,84.0,89.0,561.0,4909.0,Time series Timeseries Deep Learning Machine Learning Python Pytorch fastai | State-of-the-art Deep Learning library..,24.0,25,True,2024-02-11 18:51:14,0.3.9,14.0,tsai,conda-forge/tsai,,,,,,https://pypi.org/project/tsai,14561.0,14561.0,https://anaconda.org/conda-forge/tsai,,,,,,,3.0,,,,,,,,,,,,,
408,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2024-06-17 21:04:56.000000,2024-03-15 19:57:42,1777.0,,588.0,40.0,835.0,458.0,283.0,3738.0,Time series forecasting with PyTorch.,45.0,25,True,2023-04-10 19:56:20,1.0.0,31.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,,,https://pypi.org/project/pytorch-forecasting,42767.0,44055.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,59291.0,,,,,3.0,,,,,,,,,,,,,
409,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-20 17:23:36.000000,2023-10-12 08:57:51,209.0,,309.0,86.0,95.0,43.0,32.0,3499.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:01:22,4.0.5,25.0,chartify,conda-forge/chartify,,,,77.0,77.0,https://pypi.org/project/chartify,24390.0,24849.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,31266.0,,,,,3.0,,,,,,,,,,,,,
410,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-05-30 08:12:07.000000,2024-03-30 09:25:51,4343.0,,588.0,40.0,1003.0,253.0,693.0,3267.0,"A unified, comprehensive and efficient recommendation library.",71.0,25,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,12601.0,12714.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4972.0,,,,,3.0,,,,,,,,,,,,,
411,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,220.0,65.0,42.0,17.0,24.0,2763.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,1029.0,1029.0,https://pypi.org/project/knockknock,69823.0,70090.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,15224.0,,,,,3.0,,,,,,,,,,,,,
412,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,231.0,50.0,481.0,38.0,70.0,2740.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,235.0,235.0,https://pypi.org/project/m2cgen,19497.0,19498.0,,,,,,,,3.0,74.0,,,,,,,,,,,,
413,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000000,2024-02-10 10:17:50,226.0,,251.0,49.0,98.0,22.0,115.0,2188.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",124.0,124.0,https://pypi.org/project/causalnex,1867.0,1867.0,,,,,,,,3.0,,mckinsey/causalnex,,,,,,,,,,,
414,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-07-02 19:06:33.000000,2024-07-02 16:43:11,872.0,10.0,432.0,61.0,341.0,85.0,92.0,1904.0,Library for training machine learning models with privacy for training data.,59.0,25,True,2024-02-14 19:18:00,0.9.0,18.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,20260.0,20262.0,,,,,,,,3.0,163.0,,,,,,,,,,,,
415,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,158.0,60.0,68.0,65.0,130.0,1808.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,25,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,,,436.0,436.0,https://pypi.org/project/hypertools,778.0,778.0,,,,,,,,3.0,40.0,,,,,,,,,,,,
416,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2024-02-13 11:22:02.000000,2024-02-13 11:18:32,1805.0,,377.0,50.0,125.0,39.0,424.0,1690.0,Reinforcement Learning environments based on the 1993 game Doom.,54.0,25,True,2023-12-16 00:56:59,1.2.3,29.0,vizdoom,,,,,245.0,245.0,https://pypi.org/project/vizdoom,2209.0,2327.0,,,,,,,,3.0,11890.0,Farama-Foundation/ViZDoom,,,,,,,,,,,
417,azureml-examples,Azure/azureml-examples,ml-experiments,,https://github.com/Azure/azureml-examples,https://github.com/Azure/azureml-examples,MIT,2020-08-21 18:04:26.000,2024-07-04 15:12:23.000000,2024-07-04 12:16:14,1460.0,81.0,1304.0,2625.0,2973.0,131.0,149.0,1652.0,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions.",235.0,25,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
418,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-06-25 17:52:51.000000,2024-06-25 17:52:51,2834.0,6.0,179.0,26.0,673.0,89.0,451.0,1581.0,A Python library for learning and evaluating knowledge graph embeddings.,40.0,25,True,2024-02-19 21:29:27,1.10.2,20.0,pykeen,,,,,,,https://pypi.org/project/pykeen,4723.0,4726.0,,,,,,,,2.0,193.0,,,,,,,,,,,,
419,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,308.0,27.0,379.0,39.0,155.0,1561.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,25,True,2023-05-18 06:27:52,2.2.5,10.0,pgl,,,,['paddle'],59.0,59.0,https://pypi.org/project/pgl,905.0,905.0,,,,,,,,2.0,,,,,,,,,,,,,
420,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-06-09 12:18:48.000000,2024-06-07 09:11:54,678.0,5.0,160.0,48.0,163.0,20.0,382.0,1347.0,moDel Agnostic Language for Exploration and eXplanation.,25.0,25,True,2022-09-10 12:32:33,python-v1.5.0,7.0,dalex,conda-forge/dalex,,,,173.0,173.0,https://pypi.org/project/dalex,14592.0,14922.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,13891.0,,,,,3.0,,,,,,,,,,,,,
421,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,198.0,43.0,257.0,52.0,212.0,1267.0,Python audio and music signal processing library.,21.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,425.0,425.0,https://pypi.org/project/madmom,2147.0,2147.0,,,,,,,,3.0,,,,,,,,,,,,,
422,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2024-05-24 12:07:23.000000,2024-05-24 12:07:18,209.0,1.0,84.0,35.0,110.0,8.0,18.0,1214.0,,21.0,25,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],240.0,240.0,https://pypi.org/project/rlax,1145200.0,1145200.0,,,,,,,,3.0,,google-deepmind/rlax,,,,,,,,,,,
