,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url
432,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,205.0,44.0,259.0,53.0,213.0,1362.0,Python audio and music signal processing library.,24.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,450.0,450.0,https://pypi.org/project/madmom,2293.0,2293.0,,,,,,,,3.0,,,,,,,,,,,,,
433,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,229.0,34.0,68.0,54.0,206.0,1270.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,False,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],142.0,142.0,https://pypi.org/project/innvestigate,967.0,972.0,,,,,,,,3.0,,165.0,,,,,,,,,,,
434,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-12-12 18:18:51.000000,2024-12-12 18:18:48,2615.0,112.0,96.0,20.0,1219.0,89.0,241.0,1162.0,"MetricFlow allows you to define, build, and maintain metrics in code.",46.0,25,True,2024-06-11 22:05:21,0.206.0,16.0,metricflow,,,,,28.0,28.0,https://pypi.org/project/metricflow,25819.0,25819.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,,
435,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-14 05:03:32.000000,2024-09-14 05:03:32,1368.0,1.0,142.0,26.0,487.0,19.0,139.0,896.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,25,True,2024-08-15 06:25:57,2.2.2,54.0,cornac,conda-forge/cornac,,,,251.0,251.0,https://pypi.org/project/cornac,46652.0,58225.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,624967.0,,,,,2.0,,,,,,,,,,,,,
436,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-10-06 20:12:28.000000,2024-10-06 19:51:01,6795.0,76.0,140.0,35.0,413.0,30.0,140.0,382.0,Neuroimaging in Python FMRI analysis package.,71.0,25,True,,,3.0,nipy,conda-forge/nipy,,,,238.0,238.0,https://pypi.org/project/nipy,3912.0,30341.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,132146.0,,,,,3.0,,,,,,,,,,,,,
437,formulaic,matthewwardrop/formulaic,probabilistics,,https://github.com/matthewwardrop/formulaic,https://github.com/matthewwardrop/formulaic,MIT,2019-09-02 03:23:35.000,2024-12-04 03:12:19.000000,2024-12-04 03:11:36,393.0,62.0,25.0,12.0,99.0,16.0,98.0,353.0,A high-performance implementation of Wilkinson formulas for Python.,11.0,25,True,2024-07-12 19:05:11,1.0.2,24.0,formulaic,,,,,,,https://pypi.org/project/formulaic,4708441.0,4708441.0,,,,,,,,3.0,,,,,,,,,,,,,
438,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-12-10 20:25:27.000000,2024-12-10 20:25:25,578.0,15.0,58.0,42.0,333.0,19.0,63.0,319.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",41.0,25,True,2024-12-02 06:12:22,1.8.0,66.0,gokart,,,,,84.0,84.0,https://pypi.org/project/gokart,4943.0,4943.0,,,,,,,,3.0,,,,,,,,,,,,,
439,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2024-12-09 20:56:23.000000,2024-12-09 20:56:21,997.0,419.0,8.0,5.0,235.0,15.0,36.0,156.0,Beautiful ridgeline plots in Python.,4.0,25,True,2024-12-05 00:46:50,0.3.0,21.0,ridgeplot,conda-forge/ridgeplot,,,,153.0,153.0,https://pypi.org/project/ridgeplot,45183.0,45183.0,https://anaconda.org/conda-forge/ridgeplot,,,,,,,3.0,,17.0,,,,,,,,,,,
440,awesome-public-datasets,awesomedata/awesome-public-datasets,data-science,,https://github.com/awesomedata/awesome-public-datasets,https://github.com/awesomedata/awesome-public-datasets,MIT,2014-11-20 06:20:50.000,2024-11-13 17:04:23.000000,2024-11-13 17:04:22,781.0,6.0,9249.0,2268.0,346.0,68.0,48.0,61342.0,A topic-centric list of HQ open datasets.,167.0,24,True,2023-09-03 13:26:30,20230903,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
441,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2024-11-15 22:48:39.000000,2024-11-15 22:43:22,1099.0,2.0,899.0,114.0,676.0,114.0,543.0,5509.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,119.0,24,True,2019-08-26 19:04:21,0.3.1,2.0,mmf,,,,['pytorch'],21.0,21.0,https://pypi.org/project/mmf,896.0,896.0,,,,,,,,3.0,,,,,,,,,,,,,
442,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-12-02 08:42:25.000000,2024-12-02 08:41:55,522.0,1.0,451.0,64.0,94.0,37.0,88.0,5193.0,Finding duplicate images made easy!.,15.0,24,True,2023-04-28 17:26:08,0.3.2,8.0,imagededup,,,,['tensorflow'],154.0,154.0,https://pypi.org/project/imagededup,23774.0,23774.0,,,,,,,,3.0,,,,,,,,,,,,,
443,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2024-09-27 16:58:57.000000,2023-07-05 18:14:28,901.0,,547.0,103.0,619.0,88.0,608.0,4303.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,24,False,2022-08-21 12:49:43,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,651012.0,652675.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,86486.0,,,,,3.0,,,,,,,,,,,,,
444,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000000,2024-09-05 04:03:53,4353.0,,613.0,42.0,1016.0,279.0,716.0,3490.0,"A unified, comprehensive and efficient recommendation library.",74.0,24,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,54262.0,54400.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,6791.0,,,,,3.0,,,,,,,,,,,,,
445,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,524.0,172.0,50.0,65.0,49.0,3470.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,,['tensorflow'],61.0,61.0,https://pypi.org/project/adanet,832.0,832.0,,,,,,,,3.0,,,,,,,,,,,,,
446,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-10-18 19:27:36.000000,2024-10-18 19:27:15,995.0,2.0,578.0,95.0,339.0,22.0,761.0,3389.0,"Fast, flexible and easy to use probabilistic modelling in Python.",75.0,24,True,2024-07-11 06:11:27,1.1.0,9.0,pomegranate,conda-forge/pomegranate,,,,,,https://pypi.org/project/pomegranate,18412.0,21770.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,184731.0,,,,,3.0,,,,,,,,,,,,,
447,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-12-08 03:53:54.000000,2024-11-29 09:40:42,2878.0,31.0,1239.0,133.0,1136.0,22.0,85.0,3376.0,a distributed deep learning platform.,94.0,24,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,5.0,5.0,,,81.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,869.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8379.0,3.0,,,,,,,,,,,,,
448,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2024-07-30 10:50:08.000000,2024-07-09 09:34:16,515.0,,812.0,62.0,642.0,113.0,404.0,3292.0,A high-performance distributed training framework for Reinforcement Learning.,45.0,24,True,2023-03-10 09:21:02,2.2,9.0,parl,,,,['paddle'],131.0,131.0,https://pypi.org/project/parl,1404.0,1404.0,,,,,,,,3.0,,,,,,,,,,,,,
449,thefuzz,seatgeek/thefuzz,nlp,,https://github.com/seatgeek/thefuzz,https://github.com/seatgeek/thefuzz,MIT,2021-03-05 19:07:19.000,2024-02-27 19:08:27.000000,2024-02-27 19:08:26,65.0,,139.0,23.0,26.0,39.0,14.0,2948.0,Fuzzy String Matching in Python.,13.0,24,True,,,2.0,thefuzz,conda-forge/thefuzz,,,,3372.0,3372.0,https://pypi.org/project/thefuzz,2434154.0,2435057.0,https://anaconda.org/conda-forge/thefuzz,2024-01-19 20:25:57.501,31624.0,,,,,3.0,,,,,,,,,,,,,
450,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2024-06-16 15:59:22.000000,2024-05-06 14:20:38,944.0,,172.0,21.0,79.0,104.0,179.0,2869.0,FFCV: Fast Forward Computer Vision (and other ML workloads!).,31.0,24,True,2023-03-03 01:24:36,1.0.0,3.0,ffcv,,,,,57.0,57.0,https://pypi.org/project/ffcv,928.0,928.0,,,,,,,,3.0,,,,,,,,,,,,,
451,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-12-12 13:40:00.000000,2024-12-12 13:39:24,2308.0,5.0,696.0,81.0,206.0,199.0,469.0,2816.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",152.0,24,True,,,,tf-agents,,,,['tensorflow'],,,https://pypi.org/project/tf-agents,40055.0,40055.0,,,,,,,,3.0,,,,,,,,,,,,,
452,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,143.0,28.0,200.0,16.0,73.0,2768.0,HiPlot makes understanding high dimensional data easy.,9.0,24,False,2021-11-04 14:24:43,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,467.0,467.0,https://pypi.org/project/hiplot,38346.0,42072.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,216132.0,,,,,3.0,,,,,,,,,,,,,
453,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 20:31:57.000000,2024-03-18 20:31:55,556.0,,471.0,97.0,44.0,79.0,240.0,2747.0,Learning to Rank in TensorFlow.,36.0,24,True,2023-06-03 06:14:49,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,89747.0,89747.0,,,,,,,,3.0,,,,,,,,,,,,,
454,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,,336.0,34.0,695.0,11.0,151.0,2717.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,False,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,114.0,114.0,https://pypi.org/project/promptsource,267.0,267.0,,,,,,,,3.0,,,,,,,,,,,,,
455,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,323.0,93.0,2158.0,196.0,982.0,2706.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,24,False,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,32204.0,32204.0,,,,,,,,3.0,,,,,,,,,,,,,
456,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-10-14 19:46:14.000000,2024-10-14 19:46:14,1949.0,6.0,374.0,38.0,96.0,33.0,158.0,2694.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,34.0,24,True,2022-09-04 16:37:07,0.54.0,42.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,2901.0,2901.0,,,,,,,,2.0,,,,,,,,,,,,,
457,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-10-23 15:36:38.000000,2023-07-23 14:42:27,191.0,,490.0,38.0,250.0,24.0,290.0,2663.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,24,False,2023-07-23 13:34:05,4.1.0,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],,,https://pypi.org/project/pytorch-tabnet,47295.0,47542.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,8918.0,,,,,2.0,,,,,,,,,,,,,
458,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,605.0,87.0,29.0,19.0,52.0,2379.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,782.0,782.0,https://pypi.org/project/python_speech_features,24509.0,24509.0,,,,,,,,3.0,,,,,,,,,,,,,
459,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-12-01 16:24:05.000000,2024-11-29 04:22:46,558.0,12.0,228.0,40.0,137.0,62.0,127.0,2358.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,31.0,24,True,,,2.0,kubric-nightly,,,,,7.0,7.0,https://pypi.org/project/kubric-nightly,17544.0,17544.0,,,,,,,,3.0,,,,,,,,,,,,,
460,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,,226.0,62.0,32.0,60.0,96.0,2292.0,Fast and Easy Infinite Neural Networks in Python.,29.0,24,True,2023-12-11 14:10:12,0.6.5,17.0,neural-tangents,,,,,118.0,118.0,https://pypi.org/project/neural-tangents,2823.0,2832.0,,,,,,,,3.0,,533.0,,,,,,,,,,,
461,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000000,2024-02-10 10:17:50,226.0,,254.0,52.0,98.0,25.0,116.0,2256.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,24,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",135.0,135.0,https://pypi.org/project/causalnex,3189.0,3189.0,,,,,,,,3.0,,,mckinsey/causalnex,,,,,,,,,,
462,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,305.0,56.0,1313.0,202.0,810.0,1893.0,A toolkit for reproducible reinforcement learning research.,79.0,24,False,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,,['tensorflow'],116.0,116.0,https://pypi.org/project/garage,948.0,948.0,,,,,,,,3.0,,,,,,,,,,,,,
463,azureml-examples,Azure/azureml-examples,ml-experiments,,https://github.com/Azure/azureml-examples,https://github.com/Azure/azureml-examples,MIT,2020-08-21 18:04:26.000,2024-12-12 04:59:55.000000,2024-12-12 04:59:54,1554.0,35.0,1429.0,2599.0,3156.0,145.0,151.0,1784.0,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions.",252.0,24,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
464,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:08:43.000000,2024-06-10 12:07:33,223.0,,197.0,34.0,20.0,4.0,91.0,1749.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,24,True,,,45.0,autoviz,conda-forge/autoviz,,,,794.0,794.0,https://pypi.org/project/autoviz,20766.0,22527.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,70454.0,,,,,3.0,,,,,,,,,,,,,
465,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2024-07-16 05:54:41.000000,2024-07-16 05:54:41,602.0,,302.0,56.0,118.0,47.0,31.0,1640.0,Interpretability and explainability of data and machine learning models.,41.0,24,True,2023-07-01 11:47:13,0.3.0,3.0,aix360,,,,,106.0,106.0,https://pypi.org/project/aix360,1239.0,1239.0,,,,,,,,3.0,,,,,,,,,,,,,
466,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2024-03-17 06:23:46.000000,2023-04-20 14:53:46,460.0,,235.0,50.0,50.0,23.0,91.0,1629.0,Contextually-keyed word vectors.,19.0,24,False,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,424.0,424.0,https://pypi.org/project/sense2vec,2788.0,4906.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,51443.0,,,,,3.0,,69123.0,,,,,,,,,,,
467,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-11-21 20:06:36.000000,2024-11-21 19:30:50,1226.0,20.0,121.0,29.0,73.0,4.0,29.0,1522.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,8.0,24,True,2024-11-21 20:06:36,0.8.0,30.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,8541.0,8542.0,,,,,,,,2.0,,125.0,,,,,,,,,,,
468,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000000,2023-11-06 15:20:05,206.0,,333.0,49.0,44.0,102.0,114.0,1410.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,24,False,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],606.0,606.0,https://pypi.org/project/keras-ocr,22413.0,57668.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,343.0,,,,,3.0,,1797693.0,,,,,,,,,,,
469,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-08-02 11:14:24.000000,2024-08-02 11:14:21,90.0,,237.0,20.0,23.0,4.0,88.0,1250.0,Implementation of the node2vec algorithm.,16.0,24,True,2024-08-02 11:13:59,0.5.0,10.0,node2vec,conda-forge/node2vec,,,,739.0,739.0,https://pypi.org/project/node2vec,21076.0,21483.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,32192.0,,,,,2.0,,,,,,,,,,,,,
470,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,,2016-08-17 10:58:05.000,2024-12-11 14:42:04.000000,2024-07-24 14:36:04,2074.0,,221.0,42.0,615.0,100.0,461.0,1093.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,42.0,24,True,2024-07-24 14:38:18,2.2.0,44.0,smac,conda-forge/smac,,,,,,https://pypi.org/project/smac,59941.0,60529.0,https://anaconda.org/conda-forge/smac,2024-05-16 20:20:11.437,26470.0,,,,,3.0,,,,,,,,,,,,,
471,runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/runhouse,https://github.com/run-house/runhouse,Apache-2.0,2022-05-10 14:10:51.000,2024-12-12 16:50:22.000000,2024-12-12 16:50:19,2017.0,274.0,35.0,9.0,1532.0,9.0,42.0,985.0,"Dispatch and distribute your ML training to serverless clusters in Python, like PyTorch for ML infra. Iterable,..",15.0,24,True,2024-12-12 00:41:07,0.0.37,35.0,runhouse,,,,,,,https://pypi.org/project/runhouse,33078.0,33080.0,,,,,,,,3.0,,60.0,,,,,,,,,,,
472,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2024-06-18 13:19:37.000000,2024-06-18 13:19:34,568.0,,182.0,48.0,61.0,1.0,68.0,985.0,Training neural models with structured signals.,38.0,24,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],493.0,493.0,https://pypi.org/project/neural-structured-learning,6513.0,6513.0,,,,,,,,3.0,,,,,,,,,,,,,
473,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,,2010-01-31 00:13:06.000,2024-07-18 20:23:32.152000,2024-07-17 19:01:14,1326.0,,145.0,50.0,59.0,21.0,70.0,850.0,Computer Vision in Python.,35.0,24,True,2024-03-23 23:45:54,1.4.14,14.0,mahotas,conda-forge/mahotas,,,,1402.0,1402.0,https://pypi.org/project/mahotas,23435.0,33240.0,https://anaconda.org/conda-forge/mahotas,2024-07-18 20:23:32.152,529503.0,,,,,3.0,,,,,,,,,,,,,
474,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-11-20 13:14:37.000000,2024-11-20 13:14:36,977.0,9.0,171.0,49.0,89.0,25.0,144.0,766.0,Library for exploring and validating machine learning data.,27.0,24,True,2024-10-15 19:51:40,1.16.1,47.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-data-validation,155937.0,155949.0,,,,,,,,3.0,,910.0,,,,,,,,,,,
