,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,maven_id,maven_url,snap_id
362,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-11-21 11:40:24.000000,2023-11-21 11:40:19,642.0,16.0,227.0,67.0,31.0,54.0,92.0,2145.0,Fast and Easy Infinite Neural Networks in Python.,29.0,27,True,2023-08-25 00:01:21,0.6.4,16.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,2305.0,2312.0,,,,,,,,3.0,335.0,,,,,,,,,,,,
363,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,92.0,124.0,31.0,230.0,2127.0,"NLP, before and after spaCy.",35.0,27,True,2023-04-02 22:46:00,0.13.0,29.0,textacy,conda-forge/textacy,,,,1601.0,1601.0,https://pypi.org/project/textacy,40318.0,42049.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,136791.0,,,,,3.0,,,,,,,,,,,,,
364,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000000,2023-08-22 16:20:29,468.0,,312.0,62.0,151.0,7.0,91.0,2069.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2023-08-07 19:46:52,3.2.5,21.0,pytextrank,,,,,527.0,527.0,https://pypi.org/project/pytextrank,44829.0,44829.0,,,,,,,,3.0,,,,,,,,,,,,,
365,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2023-12-07 03:39:38.000000,2023-12-07 03:36:19,1077.0,36.0,225.0,33.0,398.0,86.0,294.0,2014.0,Scalable and user friendly neural forecasting algorithms.,32.0,27,True,2023-10-05 19:39:43,1.6.4,15.0,neuralforecast,conda-forge/neuralforecast,,,,78.0,78.0,https://pypi.org/project/neuralforecast,15054.0,15626.0,https://anaconda.org/conda-forge/neuralforecast,2023-10-06 19:47:12.240,12021.0,,,,,3.0,,,,,,,,,,,,,
366,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-12-04 15:40:39.000000,2023-12-04 15:40:39,832.0,30.0,359.0,37.0,845.0,145.0,287.0,1695.0,A Python package to assess and improve fairness of machine learning models.,77.0,27,True,2023-07-28 09:05:39,0.9.0,13.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],2.0,2.0,https://pypi.org/project/fairlearn,320813.0,321629.0,https://anaconda.org/conda-forge/fairlearn,2023-07-28 12:27:51.245,30196.0,,,,,2.0,,,,,,,,,,,,,
367,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-11-11 20:39:50.545000,2023-11-10 19:30:40,1586.0,1.0,276.0,54.0,135.0,64.0,182.0,1656.0,"CUDA integration for Python, plus shiny features.",80.0,27,True,2023-11-10 19:34:27,2023.1,6.0,pycuda,conda-forge/pycuda,,,,2528.0,2528.0,https://pypi.org/project/pycuda,36025.0,44058.0,https://anaconda.org/conda-forge/pycuda,2023-11-11 20:39:50.545,265100.0,,,,,3.0,,,,,,,,,,,,,
368,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-10-10 21:15:24.000000,2023-10-10 21:15:24,946.0,6.0,559.0,107.0,280.0,11.0,300.0,1465.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,27,True,2023-06-28 20:49:21,2.9.0,20.0,tabpy,anaconda/tabpy-client,,,,145.0,145.0,https://pypi.org/project/tabpy,13813.0,13868.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4456.0,,,,,3.0,,,,,,,,,,,,,
369,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-11-29 14:06:36.000000,2023-11-29 14:06:36,527.0,12.0,389.0,32.0,47.0,12.0,118.0,1314.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,True,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,495.0,495.0,https://pypi.org/project/minisom,24973.0,24973.0,,,,,,,,3.0,,,,,,,,,,,,,
370,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-12-06 21:12:26.000000,2023-12-06 00:33:39,1391.0,32.0,251.0,74.0,104.0,20.0,53.0,1218.0,Model analysis tools for TensorFlow.,56.0,27,True,2023-08-14 20:20:00,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,94172.0,94172.0,,,,,,,,2.0,,,,,,,,,,,,,
371,Prince,MaxHalford/prince,sklearn-utils,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-12-05 15:54:04.000000,2023-12-05 15:54:00,391.0,15.0,171.0,24.0,30.0,3.0,129.0,1132.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],458.0,458.0,https://pypi.org/project/prince,96496.0,96852.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17465.0,,,,,2.0,,,,,,,,,,,,,
372,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-12-03 11:43:20.000000,2023-11-29 16:35:26,478.0,24.0,106.0,22.0,317.0,29.0,253.0,1089.0,Extra blocks for scikit-learn pipelines.,62.0,27,True,2023-10-17 19:17:47,0.6.16,34.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],122.0,122.0,https://pypi.org/project/scikit-lego,32705.0,33748.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,44864.0,,,,,2.0,,,,,,,,,,,,,
373,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-11-30 21:34:11.000000,2023-11-19 21:31:17,1019.0,38.0,195.0,24.0,120.0,23.0,183.0,1011.0,Survival analysis built on top of scikit-learn.,18.0,27,True,2023-10-08 12:32:19,0.22.1,26.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],387.0,387.0,https://pypi.org/project/scikit-survival,39967.0,42656.0,https://anaconda.org/conda-forge/scikit-survival,2023-10-20 18:47:48.968,67243.0,,,,,2.0,,,,,,,,,,,,,
374,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,10.0,106.0,21.0,103.0,30.0,73.0,995.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,27,True,2021-02-01 10:18:48,1.2.0,10.0,submitit,conda-forge/submitit,,,,1851.0,1851.0,https://pypi.org/project/submitit,198509.0,199330.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,32879.0,,,,,3.0,,,,,,,,,,,,,
375,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-12-06 06:21:22.000000,2023-12-06 06:19:46,794.0,29.0,108.0,31.0,396.0,63.0,306.0,956.0,BAyesian Model-Building Interface (Bambi) in Python.,35.0,27,True,2023-10-25 02:04:11,0.13.0,23.0,bambi,conda-forge/bambi,,,,100.0,100.0,https://pypi.org/project/bambi,18994.0,19768.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,27897.0,,,,,3.0,,,,,,,,,,,,,
376,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-12-07 14:57:22.000000,2023-11-16 16:35:47,16528.0,66.0,355.0,43.0,1605.0,271.0,2951.0,820.0,An open-source application for biological image analysis.,143.0,27,True,2023-08-14 19:59:48,4.2.6,48.0,cellprofiler,,,,,20.0,20.0,https://pypi.org/project/cellprofiler,708.0,761.0,,,,,,,,3.0,6309.0,,,,,,,,,,,,
377,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-12-07 14:33:47.000000,2023-12-06 07:49:43,1307.0,41.0,121.0,25.0,431.0,7.0,121.0,765.0,A Comparative Framework for Multimodal Recommender Systems.,17.0,27,True,2023-10-20 02:59:14,1.17.0,48.0,cornac,conda-forge/cornac,,,,184.0,184.0,https://pypi.org/project/cornac,107082.0,114975.0,https://anaconda.org/conda-forge/cornac,2023-10-25 04:30:35.094,331521.0,,,,,2.0,,,,,,,,,,,,,
378,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-12-07 00:00:24.000000,2023-12-07 00:00:23,831.0,29.0,115.0,30.0,83.0,28.0,75.0,569.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,27,True,2023-08-10 00:18:33,1.14.0,37.0,ml-metadata,,,,,366.0,366.0,https://pypi.org/project/ml-metadata,65365.0,65402.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,
379,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2023-12-06 19:28:46.000000,2023-12-06 19:28:46,1904.0,17.0,13048.0,3339.0,869.0,,83.0,61770.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",632.0,26,True,,,,,,,,,20.0,20.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
380,awesome-datascience,academic/awesome-datascience,data-science,,https://github.com/academic/awesome-datascience,https://github.com/academic/awesome-datascience,MIT,2014-07-05 07:07:43.000,2023-11-21 14:51:54.000000,2023-11-03 12:10:15,1042.0,39.0,5067.0,1399.0,365.0,,48.0,22222.0,An awesome Data Science repository to learn and apply for real world problems.,237.0,26,True,2023-10-31 06:59:31,2023.10.31,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
381,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,875.0,218.0,453.0,50.0,264.0,14432.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:14:16,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,45038.0,45441.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21389.0,3.0,,,,,,,,,,,,,
382,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,8.0,1332.0,437.0,50.0,75.0,87.0,10257.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,26,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/dopamine-rl,36197.0,36197.0,,,,,,,,3.0,,,,,,,,,,,,,
383,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,973.0,145.0,93.0,73.0,305.0,6062.0,A Python scikit for building and analyzing recommender systems.,45.0,26,True,,,8.0,scikit-surprise,conda-forge/scikit-surprise,,,,21.0,21.0,https://pypi.org/project/scikit-surprise,150587.0,159022.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,345851.0,,,,,3.0,,,,,,,,,,,,,
384,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,58.0,53.0,5480.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1424.0,1424.0,https://pypi.org/project/flashtext,1078744.0,1079185.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18108.0,,,,,3.0,,,,,,,,,,,,,
385,facenet-pytorch,timesler/facenet-pytorch,pytorch-utils,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,2.0,798.0,52.0,50.0,60.0,106.0,3874.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35,2.5.3,7.0,facenet-pytorch,,,,['pytorch'],1412.0,1412.0,https://pypi.org/project/facenet-pytorch,29952.0,44926.0,,,,,,,,2.0,733773.0,,,,,,,,,,,,
386,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,922.0,283.0,226.0,11.0,356.0,3856.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22,2.2.5,23.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorflowonspark,582635.0,583064.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20610.0,,,,,3.0,,,,,,,,,,,,,
387,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,986.0,168.0,214.0,42.0,146.0,2907.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,663.0,663.0,https://pypi.org/project/alphalens,2978.0,3264.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20083.0,,,,,3.0,,,,,,,,,,,,,
388,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,331.0,44.0,57.0,64.0,201.0,2305.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,26,True,2023-06-01 22:20:25,1.3,4.0,spektral,,,,['tensorflow'],249.0,249.0,https://pypi.org/project/spektral,6653.0,6653.0,,,,,,,,2.0,,,,,,,,,,,,,
389,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-11-17 18:46:16.000000,2022-09-28 17:12:28,249.0,,260.0,27.0,316.0,73.0,37.0,2300.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,False,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],743.0,743.0,https://pypi.org/project/lazypredict,22376.0,22471.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2670.0,,,,,3.0,,,,,,,,,,,,,
390,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,297.0,29.0,695.0,11.0,149.0,2265.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,26,True,2022-07-02 17:57:17,0.2.3,5.0,promptsource,,,,,70.0,70.0,https://pypi.org/project/promptsource,9487.0,9487.0,,,,,,,,3.0,,,,,,,,,,,,,
391,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-12-05 14:09:15.000000,2023-12-05 14:09:09,1606.0,199.0,116.0,29.0,109.0,15.0,20.0,1710.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2021-08-27 10:19:56,0.4.132,3.0,labml,,,,,114.0,114.0,https://pypi.org/project/labml,2645.0,2645.0,,,,,,,,3.0,,,,,,,,,,,,,
392,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,1.0,273.0,41.0,495.0,153.0,151.0,1693.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:51:38,0.12.1,48.0,petastorm,,,,,142.0,142.0,https://pypi.org/project/petastorm,31389.0,31395.0,,,,,,,,3.0,433.0,,,,,,,,,,,,
393,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-12-07 18:04:53.000000,2023-12-07 00:12:44,6214.0,147.0,258.0,47.0,2471.0,240.0,1340.0,1459.0,cuGraph - RAPIDS Graph Analytics Library.,107.0,26,True,2023-12-06 19:21:19,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,367.0,913.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17478.0,,,,,3.0,,,,,,,,,,,,,
394,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,255.0,49.0,87.0,22.0,188.0,1445.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],471.0,471.0,https://pypi.org/project/gplearn,6375.0,6526.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6356.0,,,,,3.0,,,,,,,,,,,,,
395,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-12-07 06:10:41.000000,2023-06-07 07:35:59,3033.0,,118.0,37.0,328.0,11.0,187.0,1404.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28,4.0,43.0,pycm,,,,,252.0,252.0,https://pypi.org/project/pycm,53481.0,53481.0,,,,,,,,3.0,,,,,,,,,,,,,
396,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,148.0,24.0,124.0,2.0,128.0,1297.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-11-29 14:50:50,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,698.0,698.0,https://pypi.org/project/opentsne,29684.0,35443.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,230373.0,,,,,3.0,,,,,,,,,,,,,
397,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-10-12 14:57:26.000000,2023-10-12 14:56:47,1107.0,5.0,230.0,38.0,67.0,52.0,205.0,1186.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,,['tensorflow'],112.0,112.0,https://pypi.org/project/innvestigate,780.0,785.0,,,,,,,,3.0,87.0,,,,,,,,,,,,
398,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-11-08 21:55:22.000000,2023-11-08 21:55:22,1142.0,2.0,217.0,62.0,245.0,20.0,346.0,935.0,Search and download Copernicus Sentinel satellite images.,43.0,26,True,2023-03-10 17:50:22,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,514.0,514.0,https://pypi.org/project/sentinelsat,18008.0,18731.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,27381.0,,,,,3.0,262.0,,,,,,,,,,,,
399,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,168.0,34.0,85.0,76.0,122.0,879.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1347.0,1347.0,https://pypi.org/project/scikit-multilearn,59563.0,59563.0,,,,,,,,3.0,,,,,,,,,,,,,
400,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-12-05 11:27:36.000000,2023-12-02 20:15:20,764.0,10.0,54.0,13.0,121.0,39.0,108.0,861.0,Visualize large time series data with plotly.py.,11.0,26,True,2023-07-13 11:26:44,0.9.1,19.0,plotly-resampler,conda-forge/plotly-resampler,,,,739.0,739.0,https://pypi.org/project/plotly-resampler,372168.0,373557.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,31967.0,,,,,3.0,,,,,,,,,,,,,
401,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-12-03 20:20:00.000000,2023-08-23 17:20:54,1241.0,,150.0,19.0,690.0,25.0,208.0,468.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,263.0,263.0,https://pypi.org/project/earthpy,5664.0,6925.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,70669.0,,,,,3.0,,,,,,,,,,,,,
402,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-12-04 21:17:36.000000,2022-11-08 22:11:16,98.0,,1719.0,202.0,70.0,80.0,34.0,9607.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,25,False,,,,english-words,,,,,2.0,2.0,https://pypi.org/project/english-words,521720.0,521720.0,,,,,,,,3.0,,,,,,,,,,,,,
