,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url
390,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000,2023-11-06 15:20:05,206.0,,328.0,50.0,44.0,99.0,114.0,1389.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,26,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,['tensorflow'],1696806.0,72569.0,573.0,573.0,https://pypi.org/project/keras-ocr,37934.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,334.0,3.0,,,,,,,,,,,,,,,,
391,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-10-10 14:14:53.000,2024-10-02 15:12:44,2134.0,89.0,349.0,58.0,543.0,152.0,257.0,1246.0,Machine learning on FPGAs using HLS.,62.0,26,True,2023-12-19 21:00:03,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,"['tensorflow', 'pytorch']",,1595.0,,,https://pypi.org/project/hls4ml,1417.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,8752.0,3.0,,,,,,,,,,,,,,,,
392,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-10-10 17:42:11.000,2024-10-10 16:42:50,2545.0,95.0,94.0,19.0,1134.0,74.0,235.0,1135.0,"MetricFlow allows you to define, build, and maintain metrics in code.",45.0,26,True,2024-06-11 22:05:21,0.206.0,16.0,metricflow,,,,,24610.0,25.0,25.0,https://pypi.org/project/metricflow,24610.0,,,,3.0,,,,,,dbt-labs/metricflow,,,,,,,,,,
393,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-09-26 19:00:31.000,2024-09-26 18:59:07,823.0,9.0,121.0,31.0,425.0,80.0,334.0,1067.0,BAyesian Model-Building Interface (Bambi) in Python.,40.0,26,True,2024-07-10 09:46:09,0.14.0,24.0,bambi,conda-forge/bambi,,,,32170.0,150.0,150.0,https://pypi.org/project/bambi,31351.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,37699.0,3.0,,,,,,,,,,,,,,,,
394,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,77.0,123.0,921.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,False,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,['sklearn'],,55518.0,1778.0,1778.0,https://pypi.org/project/scikit-multilearn,55518.0,,,,3.0,,,,,,,,,,,,,,,,
395,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-10-09 18:57:29.000,2024-10-09 18:57:29,854.0,9.0,138.0,29.0,96.0,35.0,75.0,618.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,20.0,26,True,2024-10-01 22:44:30,1.16.0,39.0,ml-metadata,,,,2670.0,77372.0,569.0,569.0,https://pypi.org/project/ml-metadata,77333.0,,,,3.0,,,,,,,,,,,,,,,,
396,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,501.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,11362.0,372.0,372.0,https://pypi.org/project/earthpy,10113.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,82480.0,3.0,,,,,,,,,,,,,,,,
397,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:21:20.000,2024-08-02 00:21:15,339.0,79.0,29.0,9.0,7.0,6.0,78.0,343.0,Multiple Imputation with LightGBM in Python.,8.0,26,True,2024-07-27 14:28:57,6.0.1,8.0,miceforest,conda-forge/miceforest,,,,65379.0,165.0,165.0,https://pypi.org/project/miceforest,64989.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,15237.0,2.0,,,,,,,,,,,,,,,,
398,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:03:56.000,2024-07-03 17:02:18,237.0,,57.0,13.0,207.0,12.0,187.0,338.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,26,True,,,12.0,pystan,conda-forge/pystan,,,,783643.0,10047.0,10047.0,https://pypi.org/project/pystan,751695.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2907349.0,3.0,,,,,,,,,,,,,,,,
399,awesome-machine-learning,josephmisiti/awesome-machine-learning,data-science,,https://github.com/josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,,2014-07-15 19:11:19.000,2024-08-07 17:16:24.000,2024-08-07 17:16:24,1958.0,5.0,13413.0,3332.0,902.0,2.0,87.0,65651.0,"A curated list of awesome Machine Learning frameworks, libraries and software.",653.0,25,True,,,,,,,,,,20.0,20.0,,,,,,1.0,,,,,,,,,,,,,,,,
400,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:36:50.000,2024-05-06 20:36:49,342.0,,1358.0,425.0,50.0,80.0,88.0,10532.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,25,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,['tensorflow'],,40190.0,21.0,21.0,https://pypi.org/project/dopamine-rl,40190.0,,,,3.0,,,,,,,,,,,,,,,,
401,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-06-16 11:25:37.000,2024-06-14 19:31:58,659.0,,990.0,145.0,100.0,73.0,310.0,6373.0,A Python scikit for building and analyzing recommender systems.,46.0,25,True,,,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,86033.0,21.0,21.0,https://pypi.org/project/scikit-surprise,77897.0,https://anaconda.org/conda-forge/scikit-surprise,2024-05-20 10:08:43.793,414980.0,2.0,,,,,,,,,,,,,,,,
402,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-10-07 21:53:02.000,2024-09-22 11:00:40,620.0,2.0,706.0,110.0,193.0,12.0,350.0,5795.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,25,True,2023-10-15 15:39:44,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,2448950.0,,,https://pypi.org/project/pytesseract,2436656.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,627030.0,3.0,,,,,,,,,,,,,,,,
403,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000,2020-05-03 07:13:22,108.0,,589.0,142.0,31.0,58.0,55.0,5583.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,1.0,flashtext,conda-forge/flashtext,,,,1692464.0,1797.0,1797.0,https://pypi.org/project/flashtext,1692077.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19786.0,3.0,,,,,,,,,,,,,,,,
404,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000,2024-06-23 12:28:48,343.0,,977.0,46.0,34.0,66.0,112.0,5222.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,['sklearn'],,6658.0,228.0,228.0,https://pypi.org/project/scikit-opt,6658.0,,,,3.0,,,,,,,,,,,,,,,,
405,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-10-10 07:07:55.000,2024-10-10 07:07:55,3696.0,79.0,605.0,92.0,4060.0,203.0,1404.0,5099.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,93.0,25,True,2024-09-30 16:53:23,1.42.0,83.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
406,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-10-10 16:01:47.000,2024-06-26 19:01:50,1492.0,,349.0,68.0,1440.0,49.0,85.0,3474.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,25,True,2024-06-26 16:33:42,1.2,12.0,lit-nlp,conda-forge/lit-nlp,,,,5565.0,39.0,39.0,https://pypi.org/project/lit-nlp,3721.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,90375.0,2.0,,,,,,,,,,,,,,,,
407,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000,2021-08-30 19:33:24,440.0,,524.0,173.0,50.0,65.0,49.0,3468.0,Fast and flexible AutoML with learning guarantees.,27.0,25,False,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,['tensorflow'],,1856.0,60.0,60.0,https://pypi.org/project/adanet,1856.0,,,,3.0,,,,,,,,,,,,,,,,
408,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000,2024-09-05 04:03:53,4353.0,8.0,603.0,41.0,1012.0,262.0,708.0,3383.0,"A unified, comprehensive and efficient recommendation library.",74.0,25,True,2023-11-04 11:23:19,1.2.0,10.0,recbole,aibox/recbole,,['pytorch'],,45624.0,,,https://pypi.org/project/recbole,45493.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,6175.0,2.0,,,,,,,,,,,,,,,,
409,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-09-17 13:21:51.000,2024-08-17 14:22:50,2847.0,45.0,1235.0,134.0,1114.0,21.0,83.0,3359.0,a distributed deep learning platform.,91.0,25,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,,,,79.0,5.0,5.0,,,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,800.0,3.0,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8095.0,,,,,,,,,,,
410,Towhee,towhee-io/towhee,others,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-10 08:29:16.000,2024-10-10 08:29:16,1580.0,4.0,245.0,29.0,2017.0,5.0,659.0,3186.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,37.0,25,True,2023-12-05 02:33:36,1.1.3,16.0,towhee,,,,2710.0,14667.0,,,https://pypi.org/project/towhee,14588.0,,,,3.0,,,,,,,,,,,,,,,,
411,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-10-09 07:57:26.000,2024-10-09 07:56:44,2306.0,8.0,697.0,79.0,206.0,198.0,469.0,2786.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",151.0,25,True,,,,tf-agents,,,['tensorflow'],,113091.0,,,https://pypi.org/project/tf-agents,113091.0,,,,3.0,,,,,,,,,,,,,,,,
412,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000,2020-03-16 04:26:47,75.0,,223.0,64.0,42.0,17.0,24.0,2781.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,70510.0,1138.0,1138.0,https://pypi.org/project/knockknock,70241.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,16166.0,3.0,,,,,,,,,,,,,,,,
413,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-09-24 01:23:55.000,2024-09-24 01:23:52,3553.0,9.0,331.0,154.0,1182.0,22.0,60.0,2722.0,Neural Network Libraries.,76.0,25,True,2024-05-29 05:14:17,1.39.0,74.0,nnabla,,,,980.0,7513.0,,,https://pypi.org/project/nnabla,7502.0,,,,3.0,,,,,,,,,,,,,,,,
414,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,,2019-02-26 10:10:56.000,2024-07-12 00:39:50.000,2024-05-21 08:57:13,663.0,,246.0,56.0,659.0,137.0,225.0,2392.0,Algorithms for explaining machine learning models.,22.0,25,True,2024-04-18 15:30:25,0.9.6,33.0,alibi,,,,,19437.0,661.0,661.0,https://pypi.org/project/alibi,19437.0,,,,2.0,,,,,,,,,,,,,,,,
415,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000,2024-07-27 16:14:15,696.0,1.0,242.0,35.0,147.0,16.0,145.0,2389.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,25,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,333.0,23081.0,228.0,228.0,https://pypi.org/project/norfair,23075.0,,,,3.0,,,,,,,,,,,,,,,,
416,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000,2024-02-10 10:17:50,226.0,,253.0,50.0,98.0,23.0,116.0,2226.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:20,0.12.1,20.0,causalnex,,,"['pytorch', 'sklearn']",,10324.0,130.0,130.0,https://pypi.org/project/causalnex,10324.0,,,,2.0,,,,,,mckinsey/causalnex,,,,,,,,,,
417,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000,2023-01-04 06:06:27,1221.0,,305.0,56.0,1313.0,202.0,810.0,1869.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,['tensorflow'],,1211.0,115.0,115.0,https://pypi.org/project/garage,1211.0,,,,3.0,,,,,,,,,,,,,,,,
418,azureml-examples,Azure/azureml-examples,ml-experiments,,https://github.com/Azure/azureml-examples,https://github.com/Azure/azureml-examples,MIT,2020-08-21 18:04:26.000,2024-10-10 17:11:48.000,2024-10-09 04:47:23,1530.0,65.0,1391.0,2606.0,3112.0,140.0,151.0,1731.0,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions.",249.0,25,True,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
419,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000,2024-04-22 10:30:48,671.0,,265.0,27.0,187.0,11.0,390.0,1621.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,True,2024-04-21 09:02:06,1.4,16.0,talos,,,['tensorflow'],,2142.0,191.0,191.0,https://pypi.org/project/talos,2142.0,,,,3.0,,,,,,,,,,,,,,,,
420,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-09-25 00:22:42.000,2024-09-25 00:22:36,832.0,1.0,310.0,120.0,785.0,189.0,168.0,1487.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,25,True,2024-02-08 02:06:46,0.8.0,21.0,tensorflow-model-optimization,,,['tensorflow'],,901394.0,,,https://pypi.org/project/tensorflow-model-optimization,901394.0,,,,3.0,,,,,,,,,,,,,,,,
421,metric-learn,scikit-learn-contrib/metric-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2024-08-03 19:34:12.000,2024-08-03 19:34:12,297.0,2.0,224.0,46.0,186.0,42.0,121.0,1396.0,Metric learning algorithms in Python.,23.0,25,True,2023-09-29 00:16:16,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,['sklearn'],,5468.0,406.0,406.0,https://pypi.org/project/metric-learn,5210.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,13199.0,3.0,,,,,,,,,,,,,,,,
422,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-09-21 21:59:47.000,2024-09-21 13:36:46,1061.0,2.0,119.0,24.0,116.0,36.0,56.0,1377.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,25,True,2024-05-23 16:06:48,1.4.5,36.0,imodels,,,,,39578.0,106.0,106.0,https://pypi.org/project/imodels,39578.0,,,,2.0,,,,,,,,,,,,,,,,
423,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-10-02 18:05:47.000,2024-10-02 18:05:45,687.0,9.0,161.0,49.0,164.0,22.0,384.0,1365.0,moDel Agnostic Language for Exploration and eXplanation.,26.0,25,True,2022-09-10 12:32:33,python-v1.5.0,7.0,dalex,conda-forge/dalex,,,,23581.0,183.0,183.0,https://pypi.org/project/dalex,23213.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,16572.0,2.0,,,,,,,,,,,,,,,,
424,responsible-ai-toolbox,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-08-09 14:16:22.000,2024-08-07 01:34:48,1970.0,1.0,344.0,31.0,2280.0,49.0,231.0,1357.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,25,True,2024-07-08 18:03:34,0.36.0,42.0,raiwidgets,,,"['pytorch', 'tensorflow', 'jupyter']",,10651.0,,,https://pypi.org/project/raiwidgets,10651.0,,,,2.0,,,,,,,,,,,,,,,,
425,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000,2024-08-25 11:43:40,1753.0,1.0,200.0,43.0,258.0,53.0,213.0,1314.0,Python audio and music signal processing library.,24.0,25,True,2018-11-14 14:57:41,0.16.1,10.0,madmom,,,,,2631.0,439.0,439.0,https://pypi.org/project/madmom,2631.0,,,,3.0,,,,,,,,,,,,,,,,
426,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000,2023-10-12 14:56:47,1107.0,,229.0,34.0,68.0,54.0,206.0,1257.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,True,2023-10-12 14:58:48,2.1.2,6.0,innvestigate,,,['tensorflow'],152.0,971.0,139.0,139.0,https://pypi.org/project/innvestigate,966.0,,,,2.0,,,,,,,,,,,,,,,,
427,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-08-02 11:14:24.000,2024-08-02 11:14:21,90.0,3.0,234.0,20.0,23.0,4.0,88.0,1220.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59,0.5.0,10.0,node2vec,conda-forge/node2vec,,,,17120.0,693.0,693.0,https://pypi.org/project/node2vec,16719.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,30926.0,2.0,,,,,,,,,,,,,,,,
428,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-09-10 20:53:34.000,2024-09-10 20:53:34,939.0,3.0,206.0,58.0,103.0,32.0,174.0,983.0,Input pipeline framework.,29.0,25,True,2024-04-24 22:37:16,1.15.0,46.0,tensorflow-transform,,,['tensorflow'],,506609.0,,,https://pypi.org/project/tensorflow-transform,506609.0,,,,3.0,,,,,,,,,,,,,,,,
429,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2024-09-30 08:54:39.000,2024-09-30 08:54:32,897.0,18.0,85.0,10.0,764.0,98.0,450.0,635.0,Automated modeling and machine learning framework FEDOT.,34.0,25,True,2024-08-28 11:07:57,0.7.4,18.0,fedot,,,,,2213.0,53.0,53.0,https://pypi.org/project/fedot,2213.0,,,,3.0,,,,,,aimclub/FEDOT,,,,,,,,,,
430,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-09-18 15:23:28.852,2024-07-23 14:46:53,413.0,6.0,137.0,21.0,49.0,,87.0,572.0,Medical image processing in Python.,20.0,25,True,2024-07-23 14:18:16,0.5.2,11.0,MedPy,conda-forge/medpy,,,,27988.0,2254.0,2254.0,https://pypi.org/project/MedPy,26490.0,https://anaconda.org/conda-forge/medpy,2024-09-18 15:23:28.852,59938.0,3.0,,,,,,,,,,,,,,,,
431,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-10-06 20:12:28.000,2024-10-06 19:51:01,6795.0,79.0,139.0,36.0,412.0,30.0,140.0,383.0,Neuroimaging in Python FMRI analysis package.,71.0,25,True,,,3.0,nipy,conda-forge/nipy,,,,47076.0,235.0,235.0,https://pypi.org/project/nipy,5297.0,https://anaconda.org/conda-forge/nipy,2024-07-28 17:27:34.085,125338.0,3.0,,,,,,,,,,,,,,,,
432,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-10-10 11:04:43.478,2024-10-09 09:55:44,538.0,3.0,39.0,5.0,16.0,6.0,52.0,341.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,25,True,2024-10-09 10:33:28,0.9.1,10.0,scikit-posthocs,conda-forge/scikit-posthocs,,['sklearn'],64.0,100605.0,844.0,844.0,https://pypi.org/project/scikit-posthocs,80363.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-10-10 11:04:43.478,971645.0,3.0,,,,,,,,,,,,,,,,
